,Eid,Cite-By_Count,Title
251,2-s2.0-85039919103,1,Fault location in distribution systems based on analysis of voltage sags
252,2-s2.0-85039912237,3,Optimal critical peak pricing scheme with consideration of marginal generation cost
253,2-s2.0-85039911313,6,Optimum schedule and size of BESS in the low voltage network with high penetration of solar rooftops to maintain voltages within acceptable limit
254,2-s2.0-85039911169,4,Impact of renewable energy on spinning reserve based on economic dispatch
255,2-s2.0-85039909065,1,Determination of optimal battery size in generation system considering ramp rate of load and renewable energy generation
256,2-s2.0-85039909013,8,Optimal budget allocation for preventive maintenance of distribution system considering customer outage cost and reliability indices
257,2-s2.0-85039903773,9,Determination of optimal siting and sizing of energy storage system in PV-connected distribution systems considering minimum energy losses
258,2-s2.0-85039902174,5,Simple QCM-D measuring circuit for aqueous applications
259,2-s2.0-85039901429,1,Adaptive Wi-Fi hotspot mode switching for phone-to-phone communication in opportunistic network
260,2-s2.0-85039900459,3,A design of sign video image expander for HDMI source using bicubic interpolation
261,2-s2.0-85039898461,0,Power development planning considering power plant response to load change
262,2-s2.0-85039897497,11,An implementation of AES-128 and AES-512 on Apple mobile processor
263,2-s2.0-85039897234,0,Automatic keyword extraction system for Thai website categorization system
264,2-s2.0-85020732111,55,"Gendered eviction, protest and recovery: a feminist political ecology engagement with land grabbing in rural Cambodia"
265,2-s2.0-85019580319,6,Modelling impacts of development on water resources in the Huai Sai Bat sub-basin in north-eastern Thailand with a participatory approach
266,2-s2.0-84987617346,0,Neuropsychological assessment of 86-year-old man with Broca's aphasia complaining of memory difficulties
267,2-s2.0-84961216137,12,"Mediating effects of trust, communication, and collaboration on teacher professional learning in Hong Kong primary schools"
268,2-s2.0-85049238592,2,DEVELOPMENT of the CHARCOAL ADSORPTION TECHNIQUE for DETERMINATION of RADON CONTENT in NATURAL GAS
269,2-s2.0-85039697395,0,Trigger Features for Conveying Facial Expressions: The Role of Segmentation
270,2-s2.0-85038430003,6,"A new Liphistius species (Mesothelae: Liphistiidae: Liphistiinae) from Thailand, with notes on its natural history"
271,2-s2.0-85037350381,10,Preparation of TiO <inf>2</inf> supported Au–Pd and Cu–Pd by the combined strong electrostatic adsorption and electroless deposition for selective hydrogenation of acetylene
272,2-s2.0-85036627346,5,The QCD mass gap and quark deconfinement scales as mass bounds in strong gravity
273,2-s2.0-85036559805,31,"Rotigotine for nocturnal hypokinesia in Parkinson's disease: Quantitative analysis of efficacy from a randomized, placebo-controlled trial using an axial inertial sensor"
274,2-s2.0-85035243322,4,Antioxidant activity and upregulation of antioxidant enzymes of phenolic glycosides from Aquilaria crassna leaves
275,2-s2.0-85035229201,12,Resveratrol demonstrated higher antiproliferative and antiangiogenic efficacy compared with oxyresveratrol on head and neck squamous cell carcinoma cell lines
276,2-s2.0-85035214868,41,Search for pair production of vector-like T and B quarks in single-lepton final states using boosted jet substructure in proton-proton collisions at √s=13 TeV
277,2-s2.0-85035205361,40,Search for electroweak production of charginos and neutralinos in WH events in proton-proton collisions at √s=13 TeV
278,2-s2.0-85035140116,0,Adrenal insufficiency in non-transfusion-dependent α-thalassemia
279,2-s2.0-85035116755,0,Functional outcome following reconstruction with the thai modular proximal humeral endoprosthesis
280,2-s2.0-85035108614,0,Radiologic features of blast injuries from 2015 bangkok bombing
281,2-s2.0-85035090719,3,Factors associated with length of stay of non-trauma patients in the emergency department: A cross-sectional study in thai healthcare setting
282,2-s2.0-85035079384,1,Concurrent Monitoring of Chip Formation and Prediction of Roundness in CNC Turning Using Wavelet Transform
283,2-s2.0-85035069657,14,Focusing and sorting of multiple-sized beads and cells using low-aspect-ratio spiral microchannels
284,2-s2.0-85035060862,4,"The utilization of karyotyping, iFISH, and MLPA for the detection of recurrence genetic aberrations in multiple myeloma"
285,2-s2.0-85034867523,193,Measurements of properties of the Higgs boson decaying into the four-lepton final state in pp collisions at √s=13 TeV
286,2-s2.0-85034749575,9,Repeated phosphate removal from recirculating aquaculture system using cyanobacterium remediation and chitosan flocculation
287,2-s2.0-85034656205,5,Changes of Klotho protein and Klotho mRNA expression in a hydroxy-L-proline induced hyperoxaluric rat model
288,2-s2.0-85034639181,5,Circulating gonadotropins and testicular hormones during sexual maturation and annual changes in male bottlenose dolphins (Tursiops truncatus)
289,2-s2.0-85034422451,26,Stigmatizing attitudes toward people living with HIV among general adult Thai population: Results from the 5<sup>th</sup> Thai National Health Examination Survey (NHES)
290,2-s2.0-85034419484,12,Pharmacogenetics-based population pharmacokinetic analysis of tenofovir in Thai HIV-infected patients
291,2-s2.0-85034116791,27,Design of SOFC based oxyfuel combustion systems with anode recycling and steam recycling options
292,2-s2.0-85034077141,20,The use of Fine-Needle Aspiration (FNA) cytology in patients with thyroid nodules in Asia: A brief overview of studies from the working group of Asian Thyroid FNA Cytology
293,2-s2.0-85034067324,38,BRAF V600E mutation in pediatric intracranial and cranial juvenile xanthogranuloma
294,2-s2.0-85034066338,14,Investigation of Gold Quantum Dot Enhanced Organic Thin Film Solar Cells
295,2-s2.0-85034050130,13,Current status of thyroid fine-needle aspiration practice in Thailand
296,2-s2.0-85034045943,67,"Nickel sulfide, nickel phosphide and nickel carbide catalysts for bio-hydrotreated fuel production"
297,2-s2.0-85034040472,27,Current practices of thyroid fine-needle aspiration in Asia: A missing voice
298,2-s2.0-85033804422,33,Measurements of the associated production of a Z boson and b jets in pp collisions at √s=8TeV
299,2-s2.0-85033781470,40,New biflavonoids with α-glucosidase and pancreatic lipase inhibitory activities from boesenbergia rotunda
300,2-s2.0-85033779663,20,Search for a light pseudoscalar Higgs boson produced in association with bottom quarks in pp collisions at √s=8 TeV
301,2-s2.0-85033667421,37,Measurement of the triple-differential dijet cross section in proton-proton collisions at √s=8TeV and constraints on parton distribution functions
302,2-s2.0-85033483190,0,AFOB Special Issue on Industrial Biotechnology
303,2-s2.0-85032939884,19,Volunteer provision of long-term care for older people in Thailand and Costa Rica
304,2-s2.0-85032919230,33,Antimicrobial activity from Piper sarmentosum Roxb. against rice pathogenic bacteria and fungi
305,2-s2.0-85032803453,21,Obstructive sleep apnea and diet-controlled gestational diabetes
306,2-s2.0-85032732535,28,Inflation from supersymmetry breaking
307,2-s2.0-85032710237,45,"Health impact assessment of arsenic and cadmium intake via rice consumption in Bangkok, Thailand"
308,2-s2.0-85032507617,42,Report of the International Stem Cell Banking Initiative Workshop Activity: Current Hurdles and Progress in Seed-Stock Banking of Human Pluripotent Stem Cells
309,2-s2.0-85032380249,2,CMS Collaboration
310,2-s2.0-85032299670,9,Physical activity of nurse clinical practitioners and managers
311,2-s2.0-85032166640,17,Cycloartobiloxanthone ?nhibits μigration and ?nvasion of lung cancer cells
312,2-s2.0-85032156716,11,Apoptosis-inducing effect of hydroquinone 5-O-cinnamoyl ester analog of renieramycin m on non-small cell lung cancer cells
313,2-s2.0-85032145922,25,Batatasin III inhibits migration of human lung cancer cells by suppressing epithelial to mesenchymal transition and FAK-AKT signals
314,2-s2.0-85032026998,26,Production of free lutein by simultaneous extraction and de-esterification of marigold flowers in liquefied dimethyl ether (DME)–KOH–EtOH mixture
315,2-s2.0-85031903526,14,"Characterization of D-lactic acid, spore-forming bacteria and Terrilactibacillus laevilacticus SK5-6 as potential industrial strains"
316,2-s2.0-85031327856,11,In vivo safety and efficacy of sericin/poly(vinyl alcohol)/glycerin scaffolds fabricated by freeze-drying and salt-leaching techniques for wound dressing applications
317,2-s2.0-85031277030,3,Preface
318,2-s2.0-85030864250,7,Patient-reported outcome measures in recurrent aphthous stomatitis: A critical assessment of quality properties
319,2-s2.0-85030719670,18,Effect of crosslinking agent and branching agent on morphological and physical properties of poly(butylene succinate) foams
320,2-s2.0-85030701631,23,Cost-effectiveness analysis study of HPV testing as a primary cervical cancer screening in Thailand
321,2-s2.0-85030154266,18,Electrospinning and solid state polymerization: A simple and versatile route to conducting PEDOT composite films
322,2-s2.0-85029833213,11,"Development of a set of multiplex PCRs for detection of genes encoding cell wall-associated proteins in Staphylococcus pseudintermedius isolates from dogs, humans and the environment"
323,2-s2.0-85029804883,9,Atypical pituitary adenoma with orbital invasion: Case report and review of the literature
324,2-s2.0-85029530791,1,Different effect of percutaneous plate insertion via anteromedial vs anterolateral approach on intracompartmental pressure of the leg: A cadaveric study
325,2-s2.0-85029472472,16,Naturally occurring anthocyanin cyanidin-3-rutinoside possesses inherent vasorelaxant actions and prevents methylglyoxal-induced vascular dysfunction in rat aorta and mesenteric arterial bed
326,2-s2.0-85029452820,1,Three-Dimensional Cortical Surface Reconstruction Versus Operative Findings: Their Similarity and Applications
327,2-s2.0-85029227305,36,"Raltegravir 1200 mg once daily versus raltegravir 400 mg twice daily, with tenofovir disoproxil fumarate and emtricitabine, for previously untreated HIV-1 infection: a randomised, double-blind, parallel-group, phase 3, non-inferiority trial"
328,2-s2.0-85029010519,10,A low degree of high ambient temperature decreased food intake and activated median preoptic and arcuate nuclei
329,2-s2.0-85028915029,180,Rational design of carbon-doped TiO<inf>2</inf> modified g-C<inf>3</inf>N<inf>4</inf> via in-situ heat treatment for drastically improved photocatalytic hydrogen with excellent photostability
330,2-s2.0-85028810828,0,Detection of intramyocardial fat infiltration by computerized tomography in a patient with arrhythmogenic biventricular cardiomyopathy
331,2-s2.0-85028729325,64,Circle criterion-based ℋ<inf>∞</inf> observer design for Lipschitz and monotonic nonlinear systems – Enhanced LMI conditions and constructive discussions
332,2-s2.0-85028055860,15,Environmental performance assessment of Napier grass for bioenergy production
333,2-s2.0-85027496527,1,Algebraic Cayley graphs over finite local rings
334,2-s2.0-85027434894,26,Chitosan whisker grafted with oligo(lactic acid) nanoparticles via a green synthesis pathway: Potential as a transdermal drug delivery system
335,2-s2.0-85027402434,27,Effects of Lipopolysaccharide on the Proliferation and Osteogenic Differentiation of Stem Cells from the Apical Papilla
336,2-s2.0-85026907424,4,Determinants of matrices over commutative finite principal ideal rings
337,2-s2.0-85026825336,19,Regulation of fine particulate matter (PM<inf>2.5</inf>) in the Pacific Rim: perspectives from the APRU Global Health Program
