,Eid,Subject_Field
2322,2-s2.0-85013825598,Immunology and Microbiology
2323,2-s2.0-85013786765,Immunology and Microbiology
2324,2-s2.0-85012897775,Immunology and Microbiology
2325,2-s2.0-85012154111,Immunology and Microbiology
2326,2-s2.0-85005976194,Immunology and Microbiology
2327,2-s2.0-84999266495,Immunology and Microbiology
2328,2-s2.0-84995767720,Immunology and Microbiology
2329,2-s2.0-84995751226,Immunology and Microbiology
2330,2-s2.0-84993995288,Immunology and Microbiology
2331,2-s2.0-84993982880,Immunology and Microbiology
2332,2-s2.0-84992738311,Immunology and Microbiology
2333,2-s2.0-84989211433,Immunology and Microbiology
2334,2-s2.0-84983462817,Immunology and Microbiology
2335,2-s2.0-84979256587,Immunology and Microbiology
2336,2-s2.0-85046643512,Mathematics
2337,2-s2.0-85043322587,Mathematics
2338,2-s2.0-85029569713,Mathematics
2339,2-s2.0-85043496148,Mathematics
2340,2-s2.0-85041378490,Mathematics
2341,2-s2.0-85036544496,Mathematics
2342,2-s2.0-85041233134,Mathematics
2343,2-s2.0-85044210331,Mathematics
2344,2-s2.0-85044196836,Mathematics
2345,2-s2.0-85044161578,Mathematics
2346,2-s2.0-85027496527,Mathematics
2347,2-s2.0-85026907424,Mathematics
2348,2-s2.0-85026820399,Mathematics
2349,2-s2.0-85023622254,Mathematics
2350,2-s2.0-85039973646,Mathematics
2351,2-s2.0-85039959259,Mathematics
2352,2-s2.0-85039957331,Mathematics
2353,2-s2.0-85039953365,Mathematics
2354,2-s2.0-85019347292,Mathematics
2355,2-s2.0-85033569480,Mathematics
2356,2-s2.0-85034055251,Mathematics
2357,2-s2.0-85032884584,Mathematics
2358,2-s2.0-85030722090,Mathematics
2359,2-s2.0-85030689809,Mathematics
2360,2-s2.0-85030679017,Mathematics
2361,2-s2.0-85030670918,Mathematics
2362,2-s2.0-85030645838,Mathematics
2363,2-s2.0-85026798255,Mathematics
2364,2-s2.0-85019700614,Mathematics
2365,2-s2.0-85019205308,Mathematics
2366,2-s2.0-85015693532,Mathematics
2367,2-s2.0-85027876244,Mathematics
2368,2-s2.0-85027840318,Mathematics
2369,2-s2.0-85044572579,Mathematics
2370,2-s2.0-85027579247,Mathematics
2371,2-s2.0-85027566775,Mathematics
2372,2-s2.0-85027550889,Mathematics
2373,2-s2.0-85050336797,Mathematics
2374,2-s2.0-85047811757,Mathematics
2375,2-s2.0-85047744193,Mathematics
2376,2-s2.0-85046272787,Mathematics
2377,2-s2.0-85046266177,Mathematics
2378,2-s2.0-85029860144,Mathematics
2379,2-s2.0-85023773642,Mathematics
2380,2-s2.0-85020389443,Mathematics
2381,2-s2.0-85012909571,Mathematics
2382,2-s2.0-85044522046,Mathematics
2383,2-s2.0-85021831398,Mathematics
2384,2-s2.0-85006489520,Mathematics
2385,2-s2.0-85006483351,Mathematics
2386,2-s2.0-85002125795,Mathematics
2387,2-s2.0-85021831929,Mathematics
2388,2-s2.0-85021790044,Mathematics
2389,2-s2.0-85021437258,Mathematics
2390,2-s2.0-85021418387,Mathematics
2391,2-s2.0-85019080779,Mathematics
2392,2-s2.0-85018326852,Mathematics
2393,2-s2.0-85017183573,Mathematics
2394,2-s2.0-84991627900,Mathematics
2395,2-s2.0-85018311172,Mathematics
2396,2-s2.0-85015734132,Mathematics
2397,2-s2.0-85016206557,Mathematics
2398,2-s2.0-85031995700,Mathematics
2399,2-s2.0-85016190077,Mathematics
2400,2-s2.0-84994060891,Mathematics
2401,2-s2.0-85012113428,Mathematics
2402,2-s2.0-85013742058,Mathematics
2403,2-s2.0-85003591348,Mathematics
2404,2-s2.0-84992360844,Mathematics
2405,2-s2.0-85042290050,Mathematics
2406,2-s2.0-85042127612,Mathematics
2407,2-s2.0-85041642325,Mathematics
2408,2-s2.0-85035796434,Mathematics
2409,2-s2.0-85034106342,Mathematics
2410,2-s2.0-85034064620,Mathematics
2411,2-s2.0-85032267515,Mathematics
2412,2-s2.0-85028602519,Mathematics
2413,2-s2.0-85026354006,Mathematics
2414,2-s2.0-85023595177,Mathematics
2415,2-s2.0-85021113689,Mathematics
2416,2-s2.0-85018745343,Mathematics
2417,2-s2.0-85018475053,Mathematics
2418,2-s2.0-85017658777,Mathematics
2419,2-s2.0-85017410159,Mathematics
2420,2-s2.0-85016621746,Mathematics
2421,2-s2.0-85013218744,Mathematics
2422,2-s2.0-85013204473,Mathematics
2423,2-s2.0-85013194846,Mathematics
2424,2-s2.0-85013178203,Mathematics
2425,2-s2.0-85013157814,Mathematics
2426,2-s2.0-85013149482,Mathematics
2427,2-s2.0-85010748367,Mathematics
2428,2-s2.0-85010727500,Mathematics
2429,2-s2.0-85010608004,Mathematics
2430,2-s2.0-84986890454,Mathematics
2431,2-s2.0-85039703338,Medicine
2432,2-s2.0-85039838976,Medicine
2433,2-s2.0-85046374860,Medicine
2434,2-s2.0-85046369087,Medicine
2435,2-s2.0-85046355901,Medicine
2436,2-s2.0-85046288415,Medicine
2437,2-s2.0-85046251974,Medicine
2438,2-s2.0-85041048740,Medicine
2439,2-s2.0-85049262167,Medicine
2440,2-s2.0-85037653422,Medicine
2441,2-s2.0-85028559492,Medicine
2442,2-s2.0-85042529228,Medicine
2443,2-s2.0-85041353839,Medicine
2444,2-s2.0-85040722165,Medicine
2445,2-s2.0-85040241772,Medicine
2446,2-s2.0-85040225133,Medicine
2447,2-s2.0-85038931435,Medicine
2448,2-s2.0-85038896163,Medicine
2449,2-s2.0-85038209465,Medicine
2450,2-s2.0-85037616835,Medicine
2451,2-s2.0-85037069104,Medicine
2452,2-s2.0-85034848016,Medicine
2453,2-s2.0-85034448782,Medicine
2454,2-s2.0-85034028967,Medicine
2455,2-s2.0-85032898839,Medicine
2456,2-s2.0-85031722075,Medicine
2457,2-s2.0-85031712172,Medicine
2458,2-s2.0-85031321875,Medicine
2459,2-s2.0-85030714759,Medicine
2460,2-s2.0-85030563516,Medicine
2461,2-s2.0-85030473409,Medicine
2462,2-s2.0-85030234645,Medicine
2463,2-s2.0-85029765631,Medicine
2464,2-s2.0-85029673618,Medicine
2465,2-s2.0-85027573443,Medicine
2466,2-s2.0-85026749282,Medicine
2467,2-s2.0-85025092825,Medicine
2468,2-s2.0-85024099797,Medicine
2469,2-s2.0-85020273313,Medicine
2470,2-s2.0-85015744326,Medicine
2471,2-s2.0-85014123473,Medicine
2472,2-s2.0-85014059873,Medicine
2473,2-s2.0-85013677371,Medicine
2474,2-s2.0-85036656081,Medicine
2475,2-s2.0-85037083143,Medicine
2476,2-s2.0-85033802178,Medicine
2477,2-s2.0-85049238592,Medicine
2478,2-s2.0-85039697395,Medicine
2479,2-s2.0-85036559805,Medicine
2480,2-s2.0-85035243322,Medicine
2481,2-s2.0-85035229201,Medicine
2482,2-s2.0-85035140116,Medicine
2483,2-s2.0-85035116755,Medicine
2484,2-s2.0-85035108614,Medicine
2485,2-s2.0-85035090719,Medicine
2486,2-s2.0-85035060862,Medicine
2487,2-s2.0-85034077141,Medicine
2488,2-s2.0-85034067324,Medicine
2489,2-s2.0-85034050130,Medicine
2490,2-s2.0-85034040472,Medicine
2491,2-s2.0-85032939884,Medicine
2492,2-s2.0-85032803453,Medicine
2493,2-s2.0-85032507617,Medicine
2494,2-s2.0-85032299670,Medicine
2495,2-s2.0-85032166640,Medicine
2496,2-s2.0-85032156716,Medicine
2497,2-s2.0-85032145922,Medicine
2498,2-s2.0-85030864250,Medicine
2499,2-s2.0-85030701631,Medicine
2500,2-s2.0-85029833213,Medicine
2501,2-s2.0-85029804883,Medicine
2502,2-s2.0-85029530791,Medicine
2503,2-s2.0-85029452820,Medicine
2504,2-s2.0-85029227305,Medicine
2505,2-s2.0-85028810828,Medicine
2506,2-s2.0-85027434894,Medicine
2507,2-s2.0-85026448846,Medicine
2508,2-s2.0-85026431206,Medicine
2509,2-s2.0-85026384092,Medicine
2510,2-s2.0-85022210143,Medicine
2511,2-s2.0-85021846668,Medicine
2512,2-s2.0-85019390260,Medicine
2513,2-s2.0-85016639169,Medicine
2514,2-s2.0-85014609711,Medicine
2515,2-s2.0-85042633558,Medicine
2516,2-s2.0-85034836860,Medicine
2517,2-s2.0-85032508366,Medicine
2518,2-s2.0-85030660970,Medicine
2519,2-s2.0-85020933115,Medicine
2520,2-s2.0-85053181309,Medicine
2521,2-s2.0-85031330991,Medicine
2522,2-s2.0-85031087734,Medicine
2523,2-s2.0-85020173589,Medicine
2524,2-s2.0-85071707398,Medicine
2525,2-s2.0-85049884751,Medicine
2526,2-s2.0-85044844462,Medicine
2527,2-s2.0-85041202412,Medicine
2528,2-s2.0-85039728898,Medicine
2529,2-s2.0-85032703898,Medicine
2530,2-s2.0-85032342303,Medicine
2531,2-s2.0-85031803874,Medicine
2532,2-s2.0-85031291457,Medicine
2533,2-s2.0-85031289564,Medicine
2534,2-s2.0-85031280364,Medicine
2535,2-s2.0-85031097472,Medicine
2536,2-s2.0-85030783743,Medicine
2537,2-s2.0-85029817701,Medicine
2538,2-s2.0-85029763732,Medicine
2539,2-s2.0-85029687466,Medicine
2540,2-s2.0-85029671561,Medicine
2541,2-s2.0-85029650357,Medicine
2542,2-s2.0-85028707203,Medicine
2543,2-s2.0-85028543901,Medicine
2544,2-s2.0-85028327331,Medicine
2545,2-s2.0-85028023806,Medicine
2546,2-s2.0-85028009599,Medicine
2547,2-s2.0-85026895976,Medicine
2548,2-s2.0-85026764982,Medicine
2549,2-s2.0-85026501569,Medicine
2550,2-s2.0-85024089017,Medicine
2551,2-s2.0-85021836909,Medicine
2552,2-s2.0-85021815353,Medicine
2553,2-s2.0-85020920795,Medicine
2554,2-s2.0-85020713836,Medicine
2555,2-s2.0-85020250409,Medicine
2556,2-s2.0-85020209148,Medicine
2557,2-s2.0-85020002719,Medicine
2558,2-s2.0-85018171197,Medicine
2559,2-s2.0-85015077340,Medicine
2560,2-s2.0-85013845539,Medicine
2561,2-s2.0-85030480415,Medicine
2562,2-s2.0-85021967294,Medicine
2563,2-s2.0-85029433997,Medicine
2564,2-s2.0-85032222781,Medicine
2565,2-s2.0-85032188432,Medicine
2566,2-s2.0-85032175991,Medicine
2567,2-s2.0-85028707873,Medicine
2568,2-s2.0-85038213703,Medicine
2569,2-s2.0-85110702830,Medicine
2570,2-s2.0-85038630488,Medicine
2571,2-s2.0-85037578042,Medicine
2572,2-s2.0-85033377047,Medicine
2573,2-s2.0-85033228470,Medicine
2574,2-s2.0-85029922736,Medicine
2575,2-s2.0-85029668056,Medicine
2576,2-s2.0-85029009744,Medicine
2577,2-s2.0-85028969269,Medicine
2578,2-s2.0-85028425677,Medicine
2579,2-s2.0-85027254683,Medicine
2580,2-s2.0-85026872001,Medicine
2581,2-s2.0-85026314237,Medicine
2582,2-s2.0-85026293121,Medicine
2583,2-s2.0-85025467423,Medicine
2584,2-s2.0-85025176685,Medicine
2585,2-s2.0-85024849318,Medicine
2586,2-s2.0-85023615594,Medicine
2587,2-s2.0-85021255614,Medicine
2588,2-s2.0-85020479458,Medicine
2589,2-s2.0-85020444215,Medicine
2590,2-s2.0-85019957526,Medicine
2591,2-s2.0-85019605476,Medicine
2592,2-s2.0-85018872664,Medicine
2593,2-s2.0-85018785830,Medicine
2594,2-s2.0-85018764260,Medicine
2595,2-s2.0-85016132113,Medicine
2596,2-s2.0-85014672501,Medicine
2597,2-s2.0-84994875653,Medicine
2598,2-s2.0-84994474511,Medicine
2599,2-s2.0-84973161403,Medicine
2600,2-s2.0-84954510840,Medicine
2601,2-s2.0-85028546622,Medicine
2602,2-s2.0-85028826157,Medicine
2603,2-s2.0-85028313731,Medicine
2604,2-s2.0-85026916059,Medicine
2605,2-s2.0-85026816508,Medicine
2606,2-s2.0-85026361595,Medicine
2607,2-s2.0-85057524521,Medicine
2608,2-s2.0-85055177039,Medicine
2609,2-s2.0-85030779657,Medicine
2610,2-s2.0-85029499114,Medicine
2611,2-s2.0-85027685036,Medicine
2612,2-s2.0-85026911486,Medicine
2613,2-s2.0-85026644668,Medicine
2614,2-s2.0-85026377756,Medicine
2615,2-s2.0-85026291310,Medicine
2616,2-s2.0-85025137496,Medicine
2617,2-s2.0-85025128729,Medicine
2618,2-s2.0-85025091529,Medicine
2619,2-s2.0-85021694848,Medicine
2620,2-s2.0-85021683300,Medicine
2621,2-s2.0-85021142245,Medicine
2622,2-s2.0-85019667109,Medicine
2623,2-s2.0-85019038210,Medicine
2624,2-s2.0-85018272155,Medicine
2625,2-s2.0-85017289608,Medicine
2626,2-s2.0-85016108967,Medicine
2627,2-s2.0-85014246473,Medicine
2628,2-s2.0-85011031971,Medicine
2629,2-s2.0-85010303484,Medicine
2630,2-s2.0-84960172441,Medicine
2631,2-s2.0-85017465851,Medicine
2632,2-s2.0-85024889277,Medicine
2633,2-s2.0-85018181669,Medicine
2634,2-s2.0-85016103239,Medicine
2635,2-s2.0-84967153444,Medicine
2636,2-s2.0-85071044943,Medicine
2637,2-s2.0-85041341419,Medicine
2638,2-s2.0-85041291835,Medicine
2639,2-s2.0-85028467481,Medicine
2640,2-s2.0-85027855818,Medicine
2641,2-s2.0-85026873346,Medicine
2642,2-s2.0-85024881655,Medicine
2643,2-s2.0-85023613471,Medicine
2644,2-s2.0-85022176343,Medicine
2645,2-s2.0-85021846732,Medicine
2646,2-s2.0-85021832070,Medicine
2647,2-s2.0-85021817350,Medicine
2648,2-s2.0-85021802005,Medicine
2649,2-s2.0-85021760726,Medicine
2650,2-s2.0-85021374186,Medicine
2651,2-s2.0-85020713627,Medicine
2652,2-s2.0-85020677970,Medicine
2653,2-s2.0-85020298286,Medicine
2654,2-s2.0-85020165972,Medicine
2655,2-s2.0-85019918519,Medicine
2656,2-s2.0-85019219681,Medicine
2657,2-s2.0-85017442506,Medicine
2658,2-s2.0-85017398817,Medicine
2659,2-s2.0-85017130154,Medicine
2660,2-s2.0-85016508942,Medicine
2661,2-s2.0-85016183732,Medicine
2662,2-s2.0-85016004765,Medicine
2663,2-s2.0-85015369550,Medicine
2664,2-s2.0-85014542465,Medicine
2665,2-s2.0-85013093636,Medicine
2666,2-s2.0-85013031091,Medicine
2667,2-s2.0-84992744410,Medicine
2668,2-s2.0-85021666533,Medicine
2669,2-s2.0-85031420313,Medicine
2670,2-s2.0-85030684851,Medicine
2671,2-s2.0-85022178153,Medicine
2672,2-s2.0-85020279374,Medicine
2673,2-s2.0-85079280628,Medicine
2674,2-s2.0-85054400580,Medicine
2675,2-s2.0-85029445324,Medicine
2676,2-s2.0-85029152634,Medicine
2677,2-s2.0-85027415344,Medicine
2678,2-s2.0-85026465885,Medicine
2679,2-s2.0-85020705080,Medicine
2680,2-s2.0-85020271702,Medicine
2681,2-s2.0-85020246655,Medicine
2682,2-s2.0-85019952549,Medicine
2683,2-s2.0-85019925865,Medicine
2684,2-s2.0-85019810458,Medicine
2685,2-s2.0-85019765396,Medicine
2686,2-s2.0-85019212507,Medicine
2687,2-s2.0-85018730573,Medicine
2688,2-s2.0-85017175515,Medicine
2689,2-s2.0-85015312296,Medicine
2690,2-s2.0-85015182940,Medicine
2691,2-s2.0-85013800411,Medicine
2692,2-s2.0-85011697941,Medicine
2693,2-s2.0-85007583353,Medicine
2694,2-s2.0-85007453688,Medicine
2695,2-s2.0-84995451816,Medicine
2696,2-s2.0-84988911824,Medicine
2697,2-s2.0-84979300188,Medicine
2698,2-s2.0-84963811404,Medicine
2699,2-s2.0-85019738408,Medicine
2700,2-s2.0-85033584218,Medicine
2701,2-s2.0-85020496850,Medicine
2702,2-s2.0-85024090372,Medicine
2703,2-s2.0-85019907104,Medicine
2704,2-s2.0-85019155913,Medicine
2705,2-s2.0-85019017161,Medicine
2706,2-s2.0-85018941226,Medicine
2707,2-s2.0-85070485834,Medicine
2708,2-s2.0-85050442593,Medicine
2709,2-s2.0-85050039063,Medicine
2710,2-s2.0-85044433521,Medicine
2711,2-s2.0-85034771667,Medicine
2712,2-s2.0-85028575219,Medicine
2713,2-s2.0-85020819077,Medicine
2714,2-s2.0-85020789776,Medicine
2715,2-s2.0-85020460251,Medicine
2716,2-s2.0-85020418875,Medicine
2717,2-s2.0-85020122245,Medicine
2718,2-s2.0-85019893177,Medicine
2719,2-s2.0-85018750564,Medicine
2720,2-s2.0-85018343418,Medicine
2721,2-s2.0-85017571164,Medicine
2722,2-s2.0-85017159932,Medicine
2723,2-s2.0-85017002844,Medicine
2724,2-s2.0-85016448113,Medicine
2725,2-s2.0-85014291050,Medicine
2726,2-s2.0-85013930490,Medicine
2727,2-s2.0-85013677685,Medicine
2728,2-s2.0-85013162277,Medicine
2729,2-s2.0-85012979653,Medicine
2730,2-s2.0-85012931882,Medicine
2731,2-s2.0-85011305866,Medicine
2732,2-s2.0-85010894783,Medicine
2733,2-s2.0-85010806735,Medicine
2734,2-s2.0-85010197129,Medicine
2735,2-s2.0-85006817947,Medicine
2736,2-s2.0-84995906304,Medicine
2737,2-s2.0-85020541218,Medicine
2738,2-s2.0-85018358314,Medicine
2739,2-s2.0-85016011098,Medicine
2740,2-s2.0-85026319227,Medicine
2741,2-s2.0-85019260426,Medicine
2742,2-s2.0-85019187017,Medicine
2743,2-s2.0-85018508063,Medicine
2744,2-s2.0-85018485615,Medicine
2745,2-s2.0-85020016772,Medicine
2746,2-s2.0-85012285151,Medicine
2747,2-s2.0-85018860581,Medicine
2748,2-s2.0-85017431873,Medicine
2749,2-s2.0-85016993069,Medicine
2750,2-s2.0-85018714087,Medicine
2751,2-s2.0-85016629021,Medicine
2752,2-s2.0-85016504867,Medicine
2753,2-s2.0-85013453516,Medicine
2754,2-s2.0-84991442352,Medicine
2755,2-s2.0-85037029750,Medicine
2756,2-s2.0-85030848700,Medicine
2757,2-s2.0-85028282194,Medicine
2758,2-s2.0-85021308512,Medicine
2759,2-s2.0-85020918296,Medicine
2760,2-s2.0-85019560265,Medicine
2761,2-s2.0-85019270813,Medicine
2762,2-s2.0-85019263195,Medicine
2763,2-s2.0-85019260175,Medicine
2764,2-s2.0-85019234906,Medicine
2765,2-s2.0-85019220804,Medicine
2766,2-s2.0-85019199111,Medicine
2767,2-s2.0-85019183308,Medicine
2768,2-s2.0-85018980927,Medicine
2769,2-s2.0-85018657606,Medicine
2770,2-s2.0-85018461624,Medicine
2771,2-s2.0-85018311334,Medicine
2772,2-s2.0-85017559134,Medicine
2773,2-s2.0-85017551091,Medicine
2774,2-s2.0-85017196157,Medicine
2775,2-s2.0-85017140702,Medicine
2776,2-s2.0-85016565751,Medicine
2777,2-s2.0-85016417054,Medicine
2778,2-s2.0-85016210942,Medicine
2779,2-s2.0-85016083212,Medicine
2780,2-s2.0-85015933718,Medicine
2781,2-s2.0-85014931392,Medicine
2782,2-s2.0-85014065434,Medicine
2783,2-s2.0-85013471697,Medicine
2784,2-s2.0-85013427895,Medicine
2785,2-s2.0-85010886983,Medicine
2786,2-s2.0-85008251787,Medicine
2787,2-s2.0-85007508414,Medicine
2788,2-s2.0-85007492431,Medicine
2789,2-s2.0-85007247655,Medicine
2790,2-s2.0-84994462061,Medicine
2791,2-s2.0-84989213644,Medicine
2792,2-s2.0-84980642001,Medicine
2793,2-s2.0-85016336322,Medicine
2794,2-s2.0-85017517879,Medicine
2795,2-s2.0-85017514004,Medicine
2796,2-s2.0-85017511254,Medicine
2797,2-s2.0-85017508893,Medicine
2798,2-s2.0-85017503861,Medicine
2799,2-s2.0-85017501291,Medicine
2800,2-s2.0-85017501076,Medicine
2801,2-s2.0-85016055447,Medicine
2802,2-s2.0-85015305149,Medicine
2803,2-s2.0-85010699873,Medicine
2804,2-s2.0-85015251237,Medicine
2805,2-s2.0-85010015614,Medicine
2806,2-s2.0-85009814697,Medicine
2807,2-s2.0-85009473725,Medicine
2808,2-s2.0-85017217824,Medicine
2809,2-s2.0-85023196501,Medicine
2810,2-s2.0-85014340978,Medicine
2811,2-s2.0-85012049714,Medicine
2812,2-s2.0-84981186485,Medicine
2813,2-s2.0-85014342340,Medicine
2814,2-s2.0-85018768320,Medicine
2815,2-s2.0-85018766550,Medicine
2816,2-s2.0-85018351017,Medicine
2817,2-s2.0-85018324935,Medicine
2818,2-s2.0-85018166615,Medicine
2819,2-s2.0-85015255304,Medicine
2820,2-s2.0-85015214116,Medicine
2821,2-s2.0-85015211976,Medicine
2822,2-s2.0-85014504388,Medicine
2823,2-s2.0-85014499506,Medicine
2824,2-s2.0-85014082640,Medicine
2825,2-s2.0-85012939668,Medicine
2826,2-s2.0-85012302472,Medicine
2827,2-s2.0-85011066657,Medicine
2828,2-s2.0-85010297635,Medicine
2829,2-s2.0-85009070273,Medicine
2830,2-s2.0-85007556269,Medicine
2831,2-s2.0-85006415465,Medicine
2832,2-s2.0-85004178517,Medicine
2833,2-s2.0-84992143327,Medicine
2834,2-s2.0-84984890251,Medicine
2835,2-s2.0-84984802035,Medicine
2836,2-s2.0-84978758590,Medicine
2837,2-s2.0-84978174485,Medicine
2838,2-s2.0-84969900695,Medicine
2839,2-s2.0-85013892035,Medicine
2840,2-s2.0-85014421025,Medicine
2841,2-s2.0-85013399115,Medicine
2842,2-s2.0-85008692987,Medicine
2843,2-s2.0-85055135693,Medicine
2844,2-s2.0-85020619016,Medicine
2845,2-s2.0-85019953619,Medicine
2846,2-s2.0-85018675395,Medicine
2847,2-s2.0-85016500803,Medicine
2848,2-s2.0-85016446679,Medicine
2849,2-s2.0-85013345369,Medicine
2850,2-s2.0-85012994379,Medicine
2851,2-s2.0-85012930290,Medicine
2852,2-s2.0-85012930132,Medicine
2853,2-s2.0-85011880063,Medicine
2854,2-s2.0-85011382723,Medicine
2855,2-s2.0-85010411046,Medicine
2856,2-s2.0-85009783261,Medicine
2857,2-s2.0-85008674783,Medicine
2858,2-s2.0-85008414198,Medicine
2859,2-s2.0-85007473614,Medicine
2860,2-s2.0-85007425740,Medicine
2861,2-s2.0-85007159367,Medicine
2862,2-s2.0-85006918777,Medicine
2863,2-s2.0-85006324295,Medicine
2864,2-s2.0-85006054784,Medicine
2865,2-s2.0-85003806619,Medicine
2866,2-s2.0-85002486051,Medicine
2867,2-s2.0-84997416778,Medicine
2868,2-s2.0-84995938576,Medicine
2869,2-s2.0-84995792946,Medicine
2870,2-s2.0-84994247327,Medicine
2871,2-s2.0-84987677780,Medicine
2872,2-s2.0-84981502655,Medicine
2873,2-s2.0-84973577783,Medicine
2874,2-s2.0-85054891286,Medicine
2875,2-s2.0-85011044706,Medicine
2876,2-s2.0-85009511178,Medicine
2877,2-s2.0-85010297712,Medicine
2878,2-s2.0-85011064155,Medicine
2879,2-s2.0-85010441099,Medicine
2880,2-s2.0-85008711948,Medicine
2881,2-s2.0-85008226749,Medicine
2882,2-s2.0-85006966243,Medicine
2883,2-s2.0-85016196912,Medicine
2884,2-s2.0-85008395149,Medicine
2885,2-s2.0-85010046858,Medicine
2886,2-s2.0-84983527168,Medicine
2887,2-s2.0-85102006336,Medicine
2888,2-s2.0-85086967784,Medicine
2889,2-s2.0-85074993734,Medicine
2890,2-s2.0-85074982759,Medicine
2891,2-s2.0-85064939860,Medicine
2892,2-s2.0-85060865521,Medicine
2893,2-s2.0-85054236093,Medicine
2894,2-s2.0-85046763884,Medicine
2895,2-s2.0-85045530106,Medicine
2896,2-s2.0-85045511213,Medicine
2897,2-s2.0-85042285371,Medicine
2898,2-s2.0-85041182097,Medicine
2899,2-s2.0-85040840060,Medicine
2900,2-s2.0-85040003809,Medicine
2901,2-s2.0-85037118602,Medicine
2902,2-s2.0-85037044596,Medicine
2903,2-s2.0-85035090657,Medicine
2904,2-s2.0-85034849379,Medicine
2905,2-s2.0-85034656787,Medicine
2906,2-s2.0-85034619160,Medicine
2907,2-s2.0-85034601570,Medicine
2908,2-s2.0-85034573081,Medicine
2909,2-s2.0-85033723072,Medicine
2910,2-s2.0-85033467716,Medicine
2911,2-s2.0-85032934701,Medicine
2912,2-s2.0-85032907817,Medicine
2913,2-s2.0-85032809228,Medicine
2914,2-s2.0-85032591455,Medicine
2915,2-s2.0-85030847234,Medicine
2916,2-s2.0-85030782432,Medicine
2917,2-s2.0-85030171205,Medicine
2918,2-s2.0-85029859694,Medicine
2919,2-s2.0-85029595565,Medicine
2920,2-s2.0-85029590884,Medicine
2921,2-s2.0-85029319530,Medicine
2922,2-s2.0-85029303080,Medicine
2923,2-s2.0-85029168258,Medicine
2924,2-s2.0-85028745916,Medicine
2925,2-s2.0-85028304451,Medicine
2926,2-s2.0-85028087864,Medicine
2927,2-s2.0-85027275618,Medicine
2928,2-s2.0-85026778125,Medicine
2929,2-s2.0-85026726516,Medicine
2930,2-s2.0-85026667170,Medicine
2931,2-s2.0-85026662925,Medicine
2932,2-s2.0-85026648848,Medicine
2933,2-s2.0-85026648203,Medicine
2934,2-s2.0-85026643047,Medicine
2935,2-s2.0-85026637496,Medicine
2936,2-s2.0-85023605261,Medicine
2937,2-s2.0-85022021364,Medicine
2938,2-s2.0-85021857508,Medicine
2939,2-s2.0-85021801046,Medicine
2940,2-s2.0-85021665626,Medicine
2941,2-s2.0-85021140274,Medicine
2942,2-s2.0-85020919651,Medicine
2943,2-s2.0-85020549916,Medicine
2944,2-s2.0-85019999191,Medicine
2945,2-s2.0-85019987369,Medicine
2946,2-s2.0-85019963824,Medicine
2947,2-s2.0-85019880304,Medicine
2948,2-s2.0-85019861571,Medicine
2949,2-s2.0-85019833405,Medicine
2950,2-s2.0-85019820391,Medicine
2951,2-s2.0-85019407697,Medicine
2952,2-s2.0-85019215408,Medicine
2953,2-s2.0-85019114644,Medicine
2954,2-s2.0-85019061671,Medicine
2955,2-s2.0-85018980783,Medicine
2956,2-s2.0-85018748068,Medicine
2957,2-s2.0-85018718658,Medicine
2958,2-s2.0-85018716589,Medicine
2959,2-s2.0-85018693492,Medicine
2960,2-s2.0-85018677745,Medicine
2961,2-s2.0-85018643426,Medicine
2962,2-s2.0-85018422089,Medicine
2963,2-s2.0-85016211865,Medicine
2964,2-s2.0-85016210572,Medicine
2965,2-s2.0-85016186419,Medicine
2966,2-s2.0-85016184657,Medicine
2967,2-s2.0-85016095598,Medicine
2968,2-s2.0-85015367750,Medicine
2969,2-s2.0-85015227221,Medicine
2970,2-s2.0-85014778575,Medicine
2971,2-s2.0-85013644927,Medicine
2972,2-s2.0-85012941119,Medicine
2973,2-s2.0-85011816606,Medicine
2974,2-s2.0-85011310544,Medicine
2975,2-s2.0-85011272765,Medicine
2976,2-s2.0-85010767480,Medicine
2977,2-s2.0-85010637634,Medicine
2978,2-s2.0-85010527099,Medicine
2979,2-s2.0-85009829585,Medicine
2980,2-s2.0-85009731586,Medicine
2981,2-s2.0-85009106973,Medicine
2982,2-s2.0-85008929547,Medicine
2983,2-s2.0-85008709498,Medicine
2984,2-s2.0-85008700583,Medicine
2985,2-s2.0-85008388804,Medicine
2986,2-s2.0-85007415989,Medicine
2987,2-s2.0-85006823610,Medicine
2988,2-s2.0-85006413295,Medicine
2989,2-s2.0-85006386617,Medicine
2990,2-s2.0-85006289191,Medicine
2991,2-s2.0-84999018322,Medicine
2992,2-s2.0-84996802106,Medicine
2993,2-s2.0-84995767720,Medicine
2994,2-s2.0-84993982880,Medicine
2995,2-s2.0-84992738280,Medicine
2996,2-s2.0-84991660172,Medicine
2997,2-s2.0-84991517831,Medicine
2998,2-s2.0-84991396698,Medicine
2999,2-s2.0-84991105153,Medicine
3000,2-s2.0-84987601627,Medicine
3001,2-s2.0-84971373699,Medicine
3002,2-s2.0-84965170144,Medicine
3003,2-s2.0-84964267738,Medicine
3004,2-s2.0-85029781991,Materials Science
3005,2-s2.0-85028470685,Materials Science
3006,2-s2.0-85047073019,Materials Science
3007,2-s2.0-85035045789,Materials Science
3008,2-s2.0-85031791462,Materials Science
3009,2-s2.0-85031103516,Materials Science
3010,2-s2.0-85029008946,Materials Science
3011,2-s2.0-85027170300,Materials Science
