source,target,weight
Bulgaria,Ireland,1086
Estonia,Taiwan,1086
Finland,Qatar,1085
Croatia,Qatar,1084
Greece,Montenegro,1084
Pakistan,Ukraine,1083
Bulgaria,Pakistan,1080
Canada,Greece,1080
Ireland,New Zealand,1078
Ukraine,Ukraine,1078
New Zealand,Pakistan,1073
Netherlands,Thailand,1071
Austria,Qatar,1070
Lithuania,Taiwan,1067
Armenia,Ukraine,1062
Armenia,Bulgaria,1061
Ireland,Ukraine,1057
Australia,Sweden,1057
Argentina,Japan,1053
Lithuania,Ukraine,1051
Canada,Hong Kong,1050
Australia,Bulgaria,1050
Saudi Arabia,South Korea,1048
Estonia,Ukraine,1047
Bulgaria,Lithuania,1047
Puerto Rico,Taiwan,1047
Bulgaria,Estonia,1045
Malaysia,Pakistan,1040
Viet Nam,Viet Nam,1040
China,South Africa,1037
Puerto Rico,Ukraine,1036
Bulgaria,Puerto Rico,1035
Czech Republic,Malaysia,1035
Czech Republic,Georgia,1033
Georgia,Portugal,1033
Canada,Chile,1031
Estonia,New Zealand,1030
Armenia,New Zealand,1030
Belarus,Taiwan,1028
Lithuania,New Zealand,1028
Israel,Japan,1027
Belarus,Ukraine,1020
Belarus,Bulgaria,1015
Georgia,Thailand,1015
Canada,Denmark,1014
Serbia,Thailand,1013
New Zealand,Puerto Rico,1011
Ecuador,Portugal,1010
Finland,Japan,1009
Belarus,New Zealand,1009
Latvia,Taiwan,1007
Chile,India,1004
Czech Republic,Serbia,1003
Netherlands,Netherlands,1002
Argentina,France,995
Slovakia,United Kingdom,992
Georgia,Pakistan,992
France,Singapore,990
Czech Republic,Ecuador,990
Ecuador,Thailand,985
Ireland,Malaysia,984
Armenia,Georgia,983
Georgia,Lithuania,977
India,Norway,974
Georgia,Ireland,974
Estonia,Georgia,972
Singapore,South Korea,971
Belarus,Georgia,969
Georgia,Puerto Rico,969
Germany,Romania,969
Colombia,Portugal,966
France,Israel,963
Germany,South Africa,961
Colombia,Thailand,960
Georgia,Georgia,960
Latvia,Ukraine,959
Armenia,Malaysia,952
Ecuador,Pakistan,952
Pakistan,Serbia,951
Bulgaria,Latvia,951
Sri Lanka,Thailand,951
Ireland,Serbia,949
China,Uzbekistan,947
Australia,Norway,947
Lithuania,Malaysia,947
Australia,Serbia,942
Ecuador,Ireland,940
Armenia,Ecuador,939
Estonia,Malaysia,937
Italy,Morocco,935
Belarus,Malaysia,932
Latvia,New Zealand,929
Australia,Singapore,928
Netherlands,Turkey,928
Colombia,Czech Republic,927
Australia,Czech Republic,925
Ecuador,Estonia,923
Ecuador,Lithuania,922
Brazil,Netherlands,921
Malaysia,Puerto Rico,921
Ecuador,Puerto Rico,915
Latvia,Malaysia,903
Colombia,Pakistan,901
Montenegro,Poland,900
Italy,Slovakia,898
Armenia,Serbia,897
Lithuania,Serbia,895
Norway,South Korea,894
Czech Republic,Sri Lanka,890
Estonia,Serbia,889
Peru,United States,887
Portugal,Sri Lanka,884
Armenia,Sri Lanka,880
Belarus,Ecuador,880
Georgia,Latvia,880
Pakistan,Sri Lanka,875
Puerto Rico,Serbia,873
Australia,Chile,873
Brazil,Kuwait,873
Czech Republic,Japan,871
Sweden,Turkey,870
Belarus,Serbia,867
Egypt,Kuwait,866
Denmark,South Korea,864
Brazil,Uzbekistan,860
Brazil,Saudi Arabia,859
Ireland,Sri Lanka,858
Colombia,Ireland,857
Czech Republic,Portugal,854
Chile,South Korea,854
Lithuania,Sri Lanka,849
Estonia,Sri Lanka,849
Canada,Singapore,848
Denmark,India,847
Puerto Rico,Sri Lanka,845
Australia,Hong Kong,845
Luxembourg,United States,843
Latvia,Serbia,841
Portugal,Thailand,839
China,Slovakia,838
Ecuador,Latvia,838
South Africa,Spain,836
Australia,Denmark,834
Argentina,Canada,831
Netherlands,Switzerland,831
Australia,Colombia,829
Czech Republic,Thailand,827
Australia,Ireland,825
Latvia,Sri Lanka,820
Armenia,Colombia,815
Ecuador,Ecuador,814
Argentina,India,814
Colombia,Estonia,812
Colombia,Lithuania,811
Finland,Montenegro,809
Croatia,Montenegro,808
Slovenia,United Kingdom,801
Canada,Israel,800
Sweden,Thailand,796
Colombia,Puerto Rico,792
Belarus,Sri Lanka,790
Egypt,Uzbekistan,789
Malaysia,Qatar,789
Serbia,Serbia,786
Kenya,United States,784
Kuwait,United Kingdom,784
India,South Africa,773
Netherlands,Poland,770
Canada,Finland,770
India,Israel,769
Egypt,Japan,767
Colombia,Latvia,765
Cyprus,Portugal,765
Canada,South Africa,765
Germany,Saudi Arabia,763
Belarus,Colombia,762
Brazil,Sweden,758
France,Kuwait,758
United Kingdom,Uzbekistan,756
Italy,Slovenia,754
Chile,Turkey,747
India,Romania,743
China,Slovenia,738
Sweden,Sweden,736
Hong Kong,Taiwan,731
Cyprus,Czech Republic,731
Qatar,Taiwan,730
Ireland,Portugal,730
China,Romania,729
Saudi Arabia,Switzerland,728
India,Indonesia,727
Qatar,Ukraine,727
Bulgaria,Qatar,725
Philippines,United Kingdom,725
Qatar,Serbia,722
Iran,Montenegro,721
New Zealand,Qatar,716
Australia,Ecuador,709
Mexico,Saudi Arabia,708
Cyprus,Pakistan,707
Cyprus,Ireland,704
Australia,Ukraine,701
France,Uzbekistan,701
Argentina,Australia,699
Germany,Kuwait,699
Philippines,Thailand,698
Cyprus,Thailand,698
Belgium,Saudi Arabia,695
Colombia,Colombia,694
Australia,Israel,693
China,Saudi Arabia,692
Sweden,Switzerland,692
Netherlands,Taiwan,692
Germany,Slovakia,688
Armenia,Cyprus,688
Japan,South Africa,687
China,United Arab Emirates,685
Singapore,Taiwan,684
Argentina,South Korea,683
Georgia,Qatar,683
Egypt,Saudi Arabia,683
France,Saudi Arabia,683
Ireland,Japan,681
China,Indonesia,680
Nigeria,United Kingdom,679
Hong Kong,Thailand,678
Cyprus,Estonia,678
Kuwait,Mexico,677
Israel,South Korea,676
Belgium,Kuwait,676
Ireland,Thailand,675
Cyprus,Lithuania,674
France,South Africa,673
Canada,Czech Republic,673
Cyprus,Puerto Rico,668
Montenegro,Sri Lanka,668
Brazil,Chile,665
Pakistan,Portugal,659
Japan,Malaysia,658
Australia,Georgia,654
Qatar,Sri Lanka,653
Sweden,Taiwan,652
Hungary,Japan,651
Australia,South Africa,651
Germany,Uzbekistan,650
Austria,Montenegro,650
Australia,Sri Lanka,646
Belarus,Cyprus,646
Hungary,Kuwait,643
Mexico,Uzbekistan,639
Iraq,United States,634
Kuwait,Switzerland,633
Germany,Slovenia,632
Ecuador,Qatar,631
Czech Republic,Pakistan,631
Australia,Pakistan,629
Czech Republic,Ireland,629
Armenia,Thailand,628
Cyprus,Latvia,627
Netherlands,Portugal,627
Portugal,Portugal,622
Canada,Egypt,621
Brazil,South Africa,620
Norway,Turkey,617
South Africa,Turkey,616
Australia,Cyprus,614
Romania,Spain,611
India,Philippines,611
Tunisia,United States,610
Israel,Turkey,609
France,Romania,608
China,Macau,607
Belgium,Uzbekistan,605
Italy,United Arab Emirates,605
Austria,Netherlands,603
Estonia,Thailand,597
Saudi Arabia,Thailand,595
Iceland,United States,592
Iran,Saudi Arabia,589
Ireland,Pakistan,585
Morocco,United Kingdom,584
Estonia,Portugal,583
Canada,Ireland,582
Chile,Taiwan,579
Netherlands,Sweden,576
Mexico,Netherlands,575
Switzerland,Uzbekistan,574
Armenia,Pakistan,573
Armenia,Czech Republic,570
Brazil,Norway,569
Japan,New Zealand,567
Argentina,Brazil,566
Belarus,Portugal,566
Hungary,Uzbekistan,564
Poland,Sweden,563
Czech Republic,Estonia,563
Colombia,Qatar,561
Lithuania,Portugal,561
Czech Republic,Lithuania,557
Lithuania,Thailand,557
Armenia,Portugal,557
United Arab Emirates,United Kingdom,556
Norway,Taiwan,554
Canada,Hungary,553
Bangladesh,India,553
Latvia,Thailand,551
Greece,Saudi Arabia,551
Armenia,Ireland,550
Kuwait,Spain,548
Estonia,Ireland,548
Russian Federation,Sweden,548
Estonia,Pakistan,544
Montenegro,Taiwan,543
Belarus,Czech Republic,543
Lithuania,Pakistan,541
Czech Republic,Puerto Rico,541
Bulgaria,Montenegro,541
Montenegro,Ukraine,540
South Africa,Thailand,540
United States,Uruguay,539
Portugal,Puerto Rico,539
Greece,Kuwait,539
Ecuador,Montenegro,539
Denmark,Switzerland,537
Malaysia,Singapore,537
Colombia,Montenegro,537
Ireland,Lithuania,535
Armenia,Estonia,531
Armenia,Lithuania,530
Brazil,Romania,528
Armenia,Puerto Rico,528
Puerto Rico,Thailand,527
Austria,Sweden,527
Belarus,Thailand,526
North Macedonia,United States,525
Belarus,Pakistan,524
Czech Republic,Latvia,523
Estonia,Lithuania,523
Portugal,Sweden,522
Norway,Poland,521
Canada,Romania,520
Indonesia,United Kingdom,519
Lithuania,Puerto Rico,519
Estonia,Puerto Rico,519
Pakistan,Puerto Rico,519
Ireland,Puerto Rico,519
Spain,Uzbekistan,519
Netherlands,Russian Federation,517
Norway,Switzerland,517
Latvia,Portugal,515
Montenegro,New Zealand,514
Romania,South Korea,510
Cyprus,Qatar,509
Belarus,Ireland,509
Brazil,Denmark,509
Chile,Switzerland,509
Netherlands,Norway,508
Latvia,Pakistan,508
Indonesia,Indonesia,506
Belarus,Lithuania,504
Armenia,Belarus,504
Hong Kong,Turkey,504
Belarus,Estonia,504
Morocco,Turkey,503
Denmark,Taiwan,503
Belarus,Puerto Rico,503
Chile,Poland,502
Slovakia,Turkey,500
Malta,United States,500
Brazil,Hong Kong,500
Armenia,Latvia,497
Brazil,Israel,495
Italy,Nigeria,492
Malaysia,Saudi Arabia,491
Hungary,Saudi Arabia,491
Canada,New Zealand,490
Iran,Netherlands,487
Latvia,Lithuania,483
Estonia,Latvia,482
Ireland,Latvia,482
Chile,Russian Federation,482
Romania,Russian Federation,481
Lebanon,United States,476
Greece,Uzbekistan,476
Latvia,Puerto Rico,472
Iran,Kuwait,472
Pakistan,Pakistan,472
Chile,Netherlands,471
Japan,Romania,469
Argentina,Turkey,467
Croatia,Japan,467
Romania,Switzerland,465
Greece,Netherlands,464
Denmark,Denmark,464
Canada,Croatia,463
Bangladesh,United Kingdom,461
Germany,United Arab Emirates,461
Germany,Morocco,458
Chile,Thailand,458
Denmark,Poland,456
Montenegro,Serbia,455
Georgia,Montenegro,455
Belarus,Latvia,455
Mexico,Sweden,454
Finland,Saudi Arabia,454
Canada,Malaysia,453
Belgium,Netherlands,451
Belgium,Sweden,449
Hong Kong,Singapore,448
Poland,Saudi Arabia,448
Uganda,United States,447
China,Philippines,446
South Africa,Switzerland,446
Slovenia,Spain,445
Denmark,Netherlands,442
Denmark,Turkey,440
China,Palestine,437
Iran,Uzbekistan,434
Australia,Romania,431
Norway,Portugal,431
United States,Viet Nam,429
Malaysia,Viet Nam,428
Australia,Estonia,426
Kuwait,Poland,425
Peru,United Kingdom,424
Cyprus,Montenegro,420
Malaysia,Philippines,420
Costa Rica,United States,416
Bangladesh,China,415
Denmark,Sweden,411
Norway,Norway,410
Chile,Portugal,409
Indonesia,Malaysia,408
Austria,Norway,408
Finland,Kuwait,407
France,Slovakia,407
Croatia,Kuwait,406
Indonesia,Japan,405
Denmark,Thailand,401
Hong Kong,Switzerland,401
Israel,Taiwan,400
Norway,Sweden,400
Poland,Romania,399
Hong Kong,Poland,399
Greece,Sweden,398
Qatar,Thailand,398
China,Luxembourg,396
Australia,Lithuania,396
Portugal,Qatar,396
Croatia,Saudi Arabia,395
Iceland,United Kingdom,394
China,Viet Nam,394
South Africa,South Korea,392
Cambodia,Thailand,392
South Africa,South Africa,390
Austria,Denmark,388
Austria,Saudi Arabia,386
Philippines,Philippines,386
Poland,Uzbekistan,385
Chile,Chile,384
Austria,Hong Kong,384
Czech Republic,Qatar,383
Japan,Slovenia,383
Hong Kong,Hong Kong,382
Israel,Poland,382
Philippines,Singapore,381
Netherlands,Singapore,381
Brazil,Singapore,381
Israel,Switzerland,380
Kuwait,Sri Lanka,379
Azerbaijan,United States,378
Australia,Latvia,377
Argentina,Taiwan,377
Austria,Chile,375
Denmark,Norway,375
Denmark,Portugal,374
Canada,Serbia,373
Argentina,Switzerland,371
Armenia,Qatar,369
Ireland,Qatar,369
Australia,Slovakia,369
Chile,Sweden,368
Pakistan,Qatar,368
Iran,Norway,367
Japan,Serbia,367
Australia,Indonesia,366
Iran,Sweden,365
Norway,Russian Federation,364
France,Slovenia,364
Jordan,United States,363
Spain,United Arab Emirates,363
India,Viet Nam,362
Lithuania,Qatar,362
Latvia,Qatar,362
Hong Kong,Russian Federation,361
Russian Federation,South Africa,361
Finland,Uzbekistan,361
Estonia,Qatar,360
Ethiopia,United States,360
Croatia,Uzbekistan,359
Puerto Rico,Qatar,359
Hong Kong,Netherlands,358
Belarus,Qatar,358
Italy,Palestine,356
Israel,Russian Federation,356
Kenya,United Kingdom,355
Austria,Uzbekistan,354
Canada,Slovakia,353
Australia,Qatar,352
Australia,Nigeria,352
Israel,Netherlands,352
Chile,Mexico,351
Armenia,Australia,349
Austria,Kuwait,348
Israel,Portugal,347
Hong Kong,Portugal,346
Argentina,Poland,345
Australia,Philippines,345
Ghana,United States,345
Australia,Belarus,343
Greece,Romania,343
Germany,Macau,340
Germany,Philippines,340
Chile,Greece,337
Canada,Colombia,337
Canada,Pakistan,335
Slovakia,Spain,334
Argentina,Netherlands,334
Belgium,Denmark,332
Malaysia,Montenegro,330
Saudi Arabia,Saudi Arabia,330
India,Nigeria,328
Bulgaria,Canada,327
Japan,United Arab Emirates,325
Italy,Macau,325
Singapore,Turkey,324
Australia,Puerto Rico,323
India,Morocco,323
Chile,Norway,322
Greece,Israel,321
Singapore,Switzerland,320
France,Morocco,319
Hong Kong,Sweden,318
Chile,Iran,317
Australia,Slovenia,316
Netherlands,South Africa,316
Canada,Saudi Arabia,315
Chile,Denmark,314
Belgium,Chile,314
Israel,Sweden,313
Czech Republic,Netherlands,312
Japan,Slovakia,312
Australia,Saudi Arabia,309
Japan,Philippines,309
Mexico,Romania,309
Mexico,South Africa,308
Belgium,Norway,307
Cyprus,Cyprus,306
Austria,Israel,306
Sri Lanka,Uzbekistan,306
India,Slovenia,305
Argentina,Portugal,305
Poland,Singapore,304
Denmark,Greece,304
Portugal,Romania,304
Argentina,Russian Federation,304
Canada,Slovenia,302
Hong Kong,Mexico,302
Germany,Nigeria,301
Finland,Sweden,301
Germany,Indonesia,300
Argentina,Greece,300
China,Iraq,300
Argentina,Austria,299
Greece,Norway,298
Germany,Palestine,298
Norway,Thailand,298
Italy,Tunisia,297
Mexico,Norway,295
Indonesia,South Korea,294
Finland,Netherlands,294
Denmark,Russian Federation,292
Macau,United Kingdom,292
Colombia,Japan,291
Canada,Nigeria,291
Indonesia,Italy,290
Ireland,Netherlands,290
Saudi Arabia,Serbia,290
France,United Arab Emirates,289
Argentina,Mexico,289
Austria,Singapore,285
India,Slovakia,283
Montenegro,Portugal,283
Macau,Spain,282
Czech Republic,Montenegro,282
Portugal,Singapore,281
Poland,South Africa,280
Argentina,Sweden,280
Armenia,Montenegro,280
Brazil,Slovakia,279
Ethiopia,Italy,279
Palestine,United Kingdom,279
Indonesia,Singapore,279
Denmark,Iran,278
Hong Kong,Norway,278
Belgium,Romania,277
Saudi Arabia,Taiwan,277
Iran,Romania,275
Greece,South Africa,275
Denmark,Mexico,275
Belgium,Hong Kong,275
Singapore,Sweden,275
China,Morocco,274
North Macedonia,United Kingdom,274
Canada,Morocco,274
Kuwait,Taiwan,273
Japan,Viet Nam,273
Bulgaria,Kuwait,272
Slovenia,Turkey,272
Montenegro,Thailand,271
Netherlands,Romania,271
Montenegro,Pakistan,271
Ireland,Montenegro,271
Bulgaria,Japan,271
Indonesia,Viet Nam,271
Colombia,Kuwait,270
Kuwait,Ukraine,270
Russian Federation,Slovakia,270
Montenegro,Puerto Rico,269
Lithuania,Montenegro,269
Ecuador,Kuwait,269
Latvia,Montenegro,269
Japan,Morocco,269
Estonia,Montenegro,269
Philippines,Turkey,268
New Zealand,Saudi Arabia,268
Israel,Mexico,267
Italy,Uruguay,267
Italy,Paraguay,266
Nigeria,Thailand,265
Italy,State of Libya,264
Poland,Slovakia,264
Morocco,Russian Federation,264
Bangladesh,Thailand,264
Bulgaria,Saudi Arabia,263
Austria,Romania,262
Bangladesh,Germany,262
Saudi Arabia,Ukraine,262
Italy,Yemen,261
Nigeria,Spain,261
Hong Kong,Iran,261
Czech Republic,Sweden,260
Iraq,Iraq,260
Canada,United Arab Emirates,257
Iceland,Italy,255
Portugal,South Africa,254
Israel,Norway,254
Australia,Bangladesh,254
Chile,Israel,252
Pakistan,Saudi Arabia,252
Georgia,Saudi Arabia,252
Nigeria,Turkey,251
Egypt,Romania,250
Chile,Hong Kong,250
Estonia,Saudi Arabia,249
China,Uruguay,248
China,Tunisia,247
Croatia,Netherlands,246
Kuwait,New Zealand,245
India,United Arab Emirates,245
Japan,Macau,245
Ukraine,Uzbekistan,244
Belarus,Montenegro,244
Morocco,Spain,243
Greece,Hong Kong,243
Argentina,Argentina,242
Greece,Singapore,242
Netherlands,Slovakia,242
Cyprus,Kuwait,241
Kuwait,Serbia,241
Chile,Czech Republic,241
Argentina,Chile,241
Hungary,Romania,241
Taiwan,Uzbekistan,241
Indonesia,Philippines,240
Argentina,Denmark,239
Serbia,Uzbekistan,238
Belgium,Israel,238
Bulgaria,Uzbekistan,238
Germany,Luxembourg,238
Indonesia,Spain,238
Netherlands,New Zealand,237
Hungary,Netherlands,237
South Africa,Sweden,237
Hong Kong,Malaysia,237
New Zealand,Uzbekistan,236
Denmark,Hong Kong,235
China,Nigeria,235
South Africa,Taiwan,235
Australia,United Arab Emirates,235
Palestine,Spain,234
Argentina,Norway,234
Ecuador,Uzbekistan,233
Argentina,Thailand,233
Italy,Peru,233
Bangladesh,Spain,232
Mexico,Morocco,232
Colombia,Netherlands,231
Australia,Morocco,231
Slovenia,South Korea,230
Chile,Finland,230
Iraq,Thailand,230
Russian Federation,Singapore,229
Czech Republic,Czech Republic,228
Jamaica,United States,228
Iran,Israel,228
Italy,Luxembourg,228
Egypt,Sweden,227
Norway,Singapore,227
Sudan,United States,227
Israel,Thailand,227
Japan,Saudi Arabia,226
Brazil,Morocco,225
China,Iceland,225
Colombia,Uzbekistan,224
Malaysia,Netherlands,223
Romania,Taiwan,222
Bangladesh,Italy,222
Argentina,Belgium,221
Mexico,Singapore,219
Chile,South Africa,218
Czech Republic,Norway,216
Hungary,Sweden,216
Japan,Pakistan,216
Ecuador,Saudi Arabia,216
Uganda,United Kingdom,216
Chile,Singapore,215
Romania,Sweden,215
Portugal,Slovakia,215
Chile,Hungary,213
South Korea,United Arab Emirates,213
Australia,Peru,213
Bangladesh,Canada,212
Japan,Palestine,212
Romania,Romania,212
Argentina,Israel,212
India,Nepal,211
Finland,Norway,210
Egypt,Netherlands,210
Belgium,Singapore,209
France,Macau,208
Cyprus,Uzbekistan,208
Australia,Iraq,208
Singapore,Viet Nam,208
Senegal,United States,208
Netherlands,Pakistan,208
New Zealand,Sweden,207
Brazil,Nigeria,207
Belgium,South Africa,206
China,Malta,205
Denmark,Israel,205
Indonesia,Taiwan,205
Philippines,Spain,204
Netherlands,Serbia,204
Democratic Republic Congo,United States,203
Tunisia,United Kingdom,203
Georgia,Uzbekistan,203
Argentina,Hong Kong,203
India,Iraq,202
Canada,Indonesia,201
Philippines,South Korea,200
Argentina,Iran,200
Ireland,Sweden,199
Mozambique,United States,199
Kazakhstan,United States,199
Brazil,Slovenia,199
India,Lebanon,199
Philippines,Taiwan,198
Germany,Peru,198
Canada,Estonia,198
Denmark,Singapore,196
Israel,Israel,196
Australia,Montenegro,196
Chile,Slovakia,195
Iran,Singapore,195
Philippines,Poland,195
Hong Kong,Israel,194
Luxembourg,Spain,194
Argentina,Singapore,194
Portugal,Saudi Arabia,193
Estonia,Japan,192
Poland,Slovenia,192
Luxembourg,United Kingdom,192
France,Nigeria,191
Georgia,Kuwait,191
France,Indonesia,191
Chile,Colombia,190
Argentina,South Africa,190
Montenegro,Qatar,190
Algeria,United States,190
Denmark,Finland,190
Cyprus,Japan,189
Greece,Slovakia,188
Malaysia,South Africa,188
Romania,Thailand,187
Nepal,United States,187
United Kingdom,Viet Nam,187
Chile,Croatia,186
Austria,South Africa,185
Malawi,United States,185
Netherlands,Nigeria,184
France,Palestine,184
Slovakia,Thailand,184
Canada,Cyprus,183
Finland,Israel,183
Czech Republic,Romania,182
Canada,Peru,182
Finland,Hong Kong,181
Philippines,Viet Nam,180
Turkey,United Arab Emirates,180
Egypt,Hong Kong,179
Malaysia,Uzbekistan,179
Canada,Macau,178
Bangladesh,France,178
Dominican Republic,United States,178
Nigeria,Switzerland,178
Nigeria,Poland,178
Croatia,Romania,178
Macau,South Korea,177
Argentina,Finland,177
Canada,Ukraine,176
Ireland,Norway,176
Italy,Philippines,176
Bangladesh,Japan,176
Spain,Tunisia,176
Canada,Philippines,176
Hong Kong,Philippines,175
France,Philippines,175
Croatia,Sweden,175
India,Peru,174
Israel,Singapore,174
Colombia,Saudi Arabia,174
Japan,Ukraine,174
Bangladesh,Turkey,174
United Kingdom,Uruguay,173
Egypt,Norway,172
Czech Republic,Hong Kong,171
Myanmar,Thailand,171
Chile,Egypt,171
Slovenia,Switzerland,170
Netherlands,Philippines,169
Slovakia,South Korea,168
Czech Republic,Israel,168
Australia,Viet Nam,168
Costa Rica,United Kingdom,168
Cameroon,United States,167
Italy,Sudan,167
Czech Republic,Denmark,167
Chile,Pakistan,166
Indonesia,Turkey,166
Israel,South Africa,165
Slovakia,Switzerland,165
Rwanda,United States,165
Netherlands,Slovenia,165
Hungary,Norway,163
Chile,Ireland,163
Azerbaijan,Italy,163
Canada,Palestine,163
Colombia,Romania,163
Chile,Romania,163
Peru,Spain,163
Japan,Luxembourg,162
Nigeria,South Africa,161
Portugal,Slovenia,161
Ireland,Saudi Arabia,161
Canada,Ecuador,161
Bolivia,United States,160
Italy,Nepal,160
Nigeria,Nigeria,160
Iceland,Spain,160
Palestine,South Korea,159
Singapore,South Africa,159
Hong Kong,South Africa,159
Iran,South Africa,159
Spain,Uruguay,158
Morocco,Poland,158
Germany,Tunisia,158
Malaysia,Sweden,158
Chile,Malaysia,157
Greece,Morocco,157
United States,Zambia,156
Argentina,Colombia,156
Slovakia,Sweden,156
Croatia,Norway,155
Iraq,Italy,155
Japan,Nigeria,155
Chile,Serbia,155
Hungary,Israel,155
Peru,Turkey,155
Canada,Georgia,154
Colombia,Sweden,154
Australia,Kenya,154
Netherlands,Saudi Arabia,154
Argentina,Czech Republic,153
Slovenia,Taiwan,153
Romania,Serbia,153
Tanzania,United States,152
Morocco,Switzerland,152
Czech Republic,Saudi Arabia,152
