Eid,Index_Terms
2-s2.0-85020480998,"Acrylic Resins Dental Materials Dental Stress Analysis Denture Bases Denture Design Dentures Elasticity Hardness Materials Testing Nylons Polycarboxylate Cement Polymerization Polymethyl Methacrylate Pressure Resins, Synthetic Stress, Mechanical"
2-s2.0-85041534447,3-aminopropyl trimethoxysilane Amine functional groups Aminosilanes Clofibric acid Hexagonal mesoporous silica Mesostructured silica Physicochemical property Structure directing agents
2-s2.0-85054843179,Grover's Algorithm Quantum algorithms Quantum counting Quantum searching component
2-s2.0-85042584759,"Age Factors Animal Diseases Animals Chiroptera Coronavirus Coronavirus Infections Female Genome, Viral Longitudinal Studies Male Phylogeny Prevalence RNA, Viral Thailand Virus Shedding"
2-s2.0-85046688382,---
2-s2.0-85055312528,---
2-s2.0-85049401287,"Acanthamoeba Keratitis Adolescent Adult Aged Aged, 80 and over Case-Control Studies Corneal Ulcer Female Humans Male Microscopy, Confocal Middle Aged Sensitivity and Specificity Young Adult"
2-s2.0-85055706392,---
2-s2.0-85092590734,---
2-s2.0-85045732767,Amidohydrolases Animals Anti-Bacterial Agents Bacterial Infections Bile Acids and Salts Enterobacteriaceae Feces Gastric Juice Gastrointestinal Microbiome Hydrogen-Ion Concentration Hydrophobic and Hydrophilic Interactions Lactobacillales Lactobacillus plantarum Muramidase Pediococcus acidilactici Pediococcus pentosaceus Phenol Probiotics Swine Thailand
2-s2.0-85051840032,---
2-s2.0-85045091334,---
2-s2.0-85045737563,3-D printing Acidic drugs Continuous flow extraction Flow systems Linear dynamic ranges Liquid phase micro extraction Non-steroidal anti-inflammatory drugs Polypropylene hollow fiber
2-s2.0-85052494724,---
2-s2.0-85053439955,Computational implementations Finite element limit analysis Hoek-Brown Hoek-Brown rocks Low bound Rock specimen Rock-mass Semi-definite programming Stability analyze Three dimensional geometry
2-s2.0-85029507390,Chloride ions Colorimetric detection Colorimetric sensors Environmental sample Linear relationships Paper-based analytical devices Quantitative measurement Silver nanoprisms
2-s2.0-85064394619,---
2-s2.0-85050810403,Adsorption Cellulose Coloring Agents Congo Red Ferrosoferric Oxide Gels Magnets Paper Porosity Waste Products
2-s2.0-85042358246,---
2-s2.0-85049139765,---
2-s2.0-85041519189,---
2-s2.0-85048852055,---
2-s2.0-85040372659,"Administration, Oral Alzheimer Disease Amyloid beta-Peptides Animals Antioxidants Artocarpus Biological Availability Drug Delivery Systems Emulsions Hippocampus Male Mice Mice, Inbred ICR Neuroprotective Agents Peptide Fragments Plant Extracts Rats, Wistar Stilbenes"
2-s2.0-85056142332,Adult Control strategies Exercise Therapy Exoskeleton Device Humans Lower Extremity Male Nonlinear impedance Passivity properties Post stroke patients Rehabilitation robot Robotics Sitting Position Sitting positions Stroke Rehabilitation Stroke rehabilitation Training activities
2-s2.0-85053448876,---
2-s2.0-85055145038,---
2-s2.0-85037859579,Adult Aged Case-Control Studies Cystine Cystinuria Female Glomerular Filtration Rate Humans Kidney Kidney Calculi Male Middle Aged Retrospective Studies San Francisco
2-s2.0-85037812126,"Adolescent Adult Age Factors Aged Aged, 80 and over Chronic Disease Critical Care Female Hospitalization Humans Male Medicare Middle Aged Regression Analysis Retrospective Studies Terminal Care Time Factors United States Young Adult"
2-s2.0-85050864383,"Bacterial Outer Membrane Proteins Bacterial Vaccines Drug Resistance, Multiple, Bacterial Epitopes HLA-DRB1 Chains Humans Molecular Docking Simulation Proteome Proteus vulgaris"
2-s2.0-85055752021,---
2-s2.0-85051326383,---
2-s2.0-85042708303,"Adolescent Adult Aged Cell Line, Tumor Cervical Intraepithelial Neoplasia Cervix Uteri DNA Methylation Disease Progression Female Gene Expression Regulation, Viral Genome, Viral Host-Pathogen Interactions Human papillomavirus 16 Humans Middle Aged Oncogene Proteins, Viral Papillomavirus Infections Promoter Regions, Genetic Thailand Uterine Cervical Neoplasms Virus Replication"
2-s2.0-85050195928,Glycerol Glycerol Kinase Glycerol kinase Lipid productions Lipids Methyl esters Over-expression Oxidative Stress Phenol treatment RT-PCR analysis Synechocystis Synechocystis sp Synechocystis sp. PCC 6803
2-s2.0-85062801280,Convolutional neural network Event Embedding Financial performance Performance metrices Prediction accuracy Reward function Stock market prediction Technical indicator
2-s2.0-85045964602,Animals Biopolymers Bone and Bones Cartilage Ceramics Humans Tissue Engineering Tissue Scaffolds
2-s2.0-85040964325,---
2-s2.0-85051248599,"Anticoagulants Brachiocephalic Veins Cardiomyopathies Defibrillators, Implantable Edema Face Heparin Humans Jugular Veins Male Middle Aged Treatment Outcome Ultrasonography, Doppler, Color Venous Thrombosis Warfarin"
2-s2.0-85046819493,---
2-s2.0-85059248986,"Child, Preschool Female Hospitalization Humans Hypersensitivity Incidence Infant Male Prospective Studies Recurrence Respiratory Sounds Risk Factors Thailand"
2-s2.0-85147652564,---
2-s2.0-85048230209,---
2-s2.0-85053198491,Automotive assembly lines Historical data Inventory and production Just-in-time manufacturing Production Planning Production Scheduling Production lot size Production order
2-s2.0-85035000126,Adsorption capacities Adsorption kinetics Anionic dye Hierarchical porous Hierarchical porous structures Hollow microsphere Large specific surface areas Pseudo-second order model
2-s2.0-85047417336,Bio oil Biomass Gasification Economic assessments Process analysis Pyrolysis and gasification Pyrolysis temperature Synthesis gas production Technical performance
2-s2.0-85045118984,---
2-s2.0-85041953513,Amorphous silica aluminas Branched isomers Catalytic conversion Hydro-isomerization Liquid hourly space velocity Pt-supported catalysts Reaction pressure Reaction temperature
2-s2.0-85060045371,10-fold cross-validation Fast classification Generalization Error Generalization error estimations Multi-class classification Multi-class support vector machines Traditional techniques UCI machine learning repository
2-s2.0-85054007220,7075 aluminium alloy Anodized aluminium Anodizing process Color appearance Color intensity Field emission scanning electron microscopes Large current density Micro-structural observations
2-s2.0-85028968808,Atmospheric measurement Electro-mechanics Force Insulation system Particle measurement
2-s2.0-85051952905,Chondrocyte cells Metal coordination Multiple networks One-pot preparations One-pot reaction Polyion complex formation Polyion complexation Water system
2-s2.0-85030855901,Chemical compositions Hexagonal mesoporous silica Hydrophobic properties Mesoporous silica materials Mesostructured nanocomposites Silica nanocomposites Sol gel preparations Tetraethyl orthosilicates
2-s2.0-85057279478,"ATP Binding Cassette Transporter, Sub-Family B Antineoplastic Agents Apoptosis Cell Cycle Cell Nucleus Dexamethasone Doxorubicin Drug Resistance, Neoplasm Humans MCF-7 Cells Oxidative Stress"
2-s2.0-85042885879,Calcium copper titanates Catalytic effects Ni-doping Operating temperature Reproducibilities Selective detection Sensing characteristics Solid state gas sensors
2-s2.0-85078621193,---
2-s2.0-85065677264,---
2-s2.0-85056123799,---
2-s2.0-85049674972,"Adult Botulinum Toxins, Type A Combined Modality Therapy Consensus Disability Evaluation Disease Management Exercise Therapy Female Humans Male Paraparesis, Spastic Patient-Centered Care Practice Guidelines as Topic Prognosis Risk Assessment Severity of Illness Index Treatment Outcome"
2-s2.0-85045128638,Film morphology Fluorine doped tin oxide Halide perovskites Perovskite films Perovskite structures Sequential deposition Structural and optical properties Two-step technique
2-s2.0-85048711828,"Adolescent Attention Deficit Disorder with Hyperactivity Behavior, Addictive Case-Control Studies Child Child Behavior Female Humans Male Video Games Young Adult"
2-s2.0-85046136591,Aqueous buffer solution Fluorescence quenchers Fluorescent dyes Intermolecular interactions Methylene Blue Particle size measurement Rhodamine Zeta potential measurements
2-s2.0-85043242314,Cellulose microcrystals Imidazole Metal ion adsorption Naked-eye Urethane linkage
2-s2.0-85044339553,---
2-s2.0-85057083547,"Acute Coronary Syndrome Aged Anticholesteremic Agents Asia Biomarkers Cholesterol, LDL Coronary Disease Cross-Sectional Studies Dyslipidemias Female Guideline Adherence Humans Male Middle Aged Practice Guidelines as Topic Practice Patterns, Physicians' Recurrence Risk Factors Time Factors Treatment Outcome"
2-s2.0-85050640287,---
2-s2.0-85054184829,---
2-s2.0-85041738585,Dielectrophoresis force Electric field strength Electromechanical Electromechanical property Electromechanical response Poly lactic acid Solvent casting method Storage modulus sensitivity
2-s2.0-85054040839,Construction sites Construction workers Full-scale system Internet of Things (IOT) Internet of thing (IOT) Moving objects Sensor technologies Unsafe conditions
2-s2.0-85061958318,---
2-s2.0-85045025830,"Animals Depression Depressive Disorder Humans Immunity Indoleamine-Pyrrole 2,3,-Dioxygenase Indoles Inflammation Neoplasms Oxidative Stress Serotonin Signal Transduction Tryptophan"
2-s2.0-85042621688,Anisotropic strength Finite element limit analysis Limit analysis Lower bounds Second-order cone programming
2-s2.0-85055174378,---
2-s2.0-85049063852,"Antibodies Computational Biology Databases, Protein Models, Molecular Peptides Protein Conformation Software Synthetic Biology"
2-s2.0-85043984026,"Adult Aged Aged, 80 and over Chronic Disease Conjunctiva Corneal Diseases Cross-Sectional Studies Dry Eye Syndromes Epithelium Epithelium, Corneal Eyelids Female Fibrosis Graft vs Host Disease Humans Immunosuppressive Agents Male Meibomian Glands Microscopy, Confocal Middle Aged Slit Lamp Microscopy Surveys and Questionnaires Tomography, Optical Coherence"
2-s2.0-85057607480,---
2-s2.0-85057982236,---
2-s2.0-85040707959,"Animals Capillaries Collagen Diethylstilbestrol Female Humans Microscopy, Electron, Transmission Neoplasms, Experimental Pericytes Pituitary Gland Pituitary Neoplasms Prolactinoma Rats Rats, Inbred F344"
2-s2.0-85029151002,Bonding parameters Head gimbal assembly Joint shear strengths Mathematical relationship Nitrogen gas pressure Response surface methodology Solder jets Static attitude
2-s2.0-85057461681,Ballistic armors Ballistic resistance Ballistic tests Composite layer Ductile properties Force protection Military buildings Reinforcing steels
2-s2.0-85048339597,Abdominal Muscles Acclimatization Amino Acids Animals Penaeidae Salinity Transcriptome
2-s2.0-85046767864,---
2-s2.0-85048454397,Large mammals Middle Pleistocene Palaeoclimatology Paleodiet Paleohabitat Pleistocene Southeastern asia Stable isotopes Teeth enamel Thailand
2-s2.0-85049811148,"Carrageenan Elastic Modulus Electric Conductivity Hydrogels Mechanical Phenomena Spectroscopy, Fourier Transform Infrared Temperature Thermogravimetry Thiophenes Time Factors"
2-s2.0-85068087218,---
2-s2.0-85060970184,Data preparation False positive rates Predictive modeling Receiver operating characteristic curves Symptom Text mining Text mining techniques True positive rates
2-s2.0-85047990353,Cold Temperature Crystallization Furans Hydrate formation Hydrogen Bonding Methane Methane consumption Methane hydrates Natural gas storage Oil and Gas Industry Quiescent conditions Sodium Dodecyl Sulfate Tetra-hydrofuran Tetrahydrofurans
2-s2.0-85054780572,Bacterial Proteins Glycogen Oxidative Stress Synechocystis
2-s2.0-85050047736,---
2-s2.0-85081145208,---
2-s2.0-85055877820,"Animals Bays Bivalvia Dietary Exposure Food Contamination Geologic Sediments Humans Metals, Heavy Risk Assessment Shellfish Thailand Water Pollutants, Chemical"
2-s2.0-85043522994,Interferon-gamma
2-s2.0-85045678212,Control process Defective products Failure mode and effect analysis Flexible printed circuit boards Inspection process Production line Proportion of defective Work in process
2-s2.0-85055149780,"Adult Anti-Retroviral Agents Bayes Theorem Child Clinical Trials as Topic Drug Compounding Female HIV HIV Infections Humans Infectious Disease Transmission, Vertical Pediatrics"
2-s2.0-85047186632,---
2-s2.0-85041471953,"Animals Disease Eradication Disease Transmission, Infectious Dogs Host-Pathogen Interactions Humans Post-Exposure Prophylaxis Pre-Exposure Prophylaxis Rabies Zoonoses"
2-s2.0-85042415428,Dendritic solidification Fe-Rich intermetallics In-situ synchrotrons Intermetallic phasis Nucleation temperature Precipitation sequence Situ tomographies Three-dimensional microstructures
2-s2.0-85053448002,"Aged Female Glaucoma Drainage Implants Glaucoma, Angle-Closure Humans Intraocular Pressure Lens Implantation, Intraocular Male Middle Aged Phacoemulsification Prosthesis Implantation Retrospective Studies Stents Tonometry, Ocular Treatment Outcome Visual Acuity"
2-s2.0-85063387692,---
2-s2.0-85039741431,---
2-s2.0-85039721209,Adsorption equilibria Adsorption kinetics Mesoporous Silica Silver ions Silver nanoparticles
2-s2.0-85053662303,---
2-s2.0-85055671330,---
2-s2.0-85049408729,"Bone Marrow Transplantation Codon, Nonsense Codon, Terminator Genetic Therapy HIV Infections Hematopoietic Stem Cells Humans Receptors, CCR5"
2-s2.0-85046681387,---
2-s2.0-85060496074,Control inputs Inverted pendulum Nonlinear model predictive control Numerical results Optimal controls Output feedback Sampling steps State observer
2-s2.0-85043451547,Anti-Arrhythmia Agents Chitosan Drug Carriers Green Chemistry Technology Humans Lactic Acid Lidocaine Nanoparticles
2-s2.0-85041663017,"Animals Humans Immunity, Cellular Interleukin-12 Mice Periodontal Diseases Periodontium"
2-s2.0-85027198855,---
2-s2.0-85064718907,---
2-s2.0-85050336797,Cyber insurances Cyber security Insurance companies Risk insurances Scoring models Security breaches Target values security
2-s2.0-85053542738,Clustering Convolutional neural network Embeddings Short texts Text classification
2-s2.0-85032805319,Adolescent Child Female Glomerulonephritis Humans Immunosuppressive Agents Kidney Male Retrospective Studies Thailand
2-s2.0-85059675381,"Acinetobacter Acinetobacter Infections Anti-Bacterial Agents Carbapenems Drug Resistance, Bacterial Humans Microbial Sensitivity Tests Thailand"
