Eid,Funding Count,Cite-By Count,Has Funding,Has Cite-By
2-s2.0-85054729578,2,11,1,1
2-s2.0-85059450621,4,0,1,0
2-s2.0-85049194229,0,5,0,1
2-s2.0-85040335469,4,25,1,1
2-s2.0-85040670621,5,46,1,1
2-s2.0-85048862940,8,29,1,1
2-s2.0-85058638391,0,0,0,0
2-s2.0-85062909559,5,3,1,1
2-s2.0-85047649903,2,10,1,1
2-s2.0-85049347430,6,4,1,1
2-s2.0-84994797918,0,7,0,1
2-s2.0-85081041957,0,10,0,1
2-s2.0-85067133059,5,1,1,1
2-s2.0-85047263996,0,9,0,1
2-s2.0-85058084176,2,1,1,1
2-s2.0-85102582101,0,0,0,0
2-s2.0-85049335328,0,2,0,1
2-s2.0-85044748745,5,2,1,1
2-s2.0-85040066056,6,7,1,1
2-s2.0-85046551290,0,0,0,0
2-s2.0-85051079910,5,7,1,1
2-s2.0-85032854942,7,49,1,1
2-s2.0-85051764453,2,4,1,1
2-s2.0-85052757960,4,12,1,1
2-s2.0-85040930764,99,16,1,1
2-s2.0-85054775945,0,20,0,1
2-s2.0-85057062010,105,48,1,1
2-s2.0-85044391017,3,6,1,1
2-s2.0-85034235680,4,9,1,1
2-s2.0-85052619439,4,3,1,1
2-s2.0-85047666573,4,169,1,1
2-s2.0-85046770390,3,33,1,1
2-s2.0-85041096069,3,17,1,1
2-s2.0-85057210811,0,1,0,1
2-s2.0-85051824569,2,4,1,1
2-s2.0-85051806994,0,23,0,1
2-s2.0-85070715145,7,0,1,0
2-s2.0-85054057695,14,7,1,1
2-s2.0-85020265665,0,40,0,1
2-s2.0-85023641772,2,5,1,1
2-s2.0-85051394463,5,8,1,1
2-s2.0-85044472790,2,0,1,0
2-s2.0-85021350022,2,30,1,1
2-s2.0-85047625046,0,18,0,1
2-s2.0-85090293808,5,2,1,1
2-s2.0-85058457964,6,9,1,1
2-s2.0-85147691492,0,0,0,0
2-s2.0-85054006038,0,4,0,1
2-s2.0-85061346445,0,26,0,1
2-s2.0-85055135972,5,68,1,1
2-s2.0-85063019957,0,4,0,1
2-s2.0-85046012767,2,8,1,1
2-s2.0-85041892617,6,15,1,1
2-s2.0-85053005504,100,124,1,1
2-s2.0-85044082110,8,17,1,1
2-s2.0-85056665324,0,10,0,1
2-s2.0-85040218839,3,25,1,1
2-s2.0-85054592149,4,0,1,0
2-s2.0-85046407799,2,0,1,0
2-s2.0-85042556487,97,70,1,1
2-s2.0-85049950224,7,11,1,1
2-s2.0-85050740552,2,4,1,1
2-s2.0-85042906960,4,0,1,0
2-s2.0-85032269610,2,12,1,1
2-s2.0-85063690066,3,5,1,1
2-s2.0-85047381190,0,1,0,1
2-s2.0-85049683676,5,18,1,1
2-s2.0-85037540903,6,68,1,1
2-s2.0-85051400330,5,1,1,1
2-s2.0-85044790152,121,89,1,1
2-s2.0-85046266177,0,4,0,1
2-s2.0-85020257587,2,4,1,1
2-s2.0-85053212168,6,3,1,1
2-s2.0-85014680436,0,9,0,1
2-s2.0-85056431222,4,36,1,1
2-s2.0-85058421061,0,7,0,1
2-s2.0-85047557102,3,10,1,1
2-s2.0-85026629162,0,0,0,0
2-s2.0-85041499968,3,90,1,1
2-s2.0-85040985149,8,2,1,1
2-s2.0-85031105933,3,0,1,0
2-s2.0-85047077846,2,12,1,1
2-s2.0-85053260558,2,43,1,1
2-s2.0-85044545374,0,52,0,1
2-s2.0-85014229510,0,1,0,1
2-s2.0-85053464931,9,65,1,1
2-s2.0-85043342494,78,140,1,1
2-s2.0-85042156578,2,50,1,1
2-s2.0-85046649627,3,2,1,1
2-s2.0-85045843942,5,22,1,1
2-s2.0-85049352975,3,3,1,1
2-s2.0-85051792172,4,134,1,1
2-s2.0-85089797745,0,1,0,1
2-s2.0-85054588423,3,13,1,1
2-s2.0-85055812006,2,4,1,1
2-s2.0-85053010803,2,6,1,1
2-s2.0-85052620890,0,15,0,1
2-s2.0-85032203468,5,6,1,1
2-s2.0-85051791502,2,19,1,1
2-s2.0-85044777961,0,0,0,0
2-s2.0-85082371233,3,3,1,1
2-s2.0-85063896318,0,9,0,1
2-s2.0-85042077828,0,0,0,0
2-s2.0-85040817223,6,17,1,1
2-s2.0-85051658859,0,0,0,0
2-s2.0-85054701052,0,4,0,1
2-s2.0-85035146013,0,3,0,1
2-s2.0-85056265888,0,5,0,1
2-s2.0-85037831604,0,3,0,1
2-s2.0-85048467780,0,34,0,1
2-s2.0-85049357406,3,3,1,1
2-s2.0-85046078806,2,3,1,1
2-s2.0-85066078842,2,4,1,1
2-s2.0-85052140579,0,0,0,0
2-s2.0-85051319393,2,4,1,1
2-s2.0-85042235878,2,13,1,1
2-s2.0-84989227519,3,4,1,1
2-s2.0-85046997256,3,39,1,1
2-s2.0-85049157570,3,6,1,1
2-s2.0-85051300769,3,37,1,1
2-s2.0-85029809896,5,18,1,1
2-s2.0-85059259196,0,8,0,1
2-s2.0-85045740122,5,35,1,1
2-s2.0-85052837614,76,67,1,1
2-s2.0-85022347411,0,20,0,1
2-s2.0-85061059269,0,2,0,1
2-s2.0-85041511081,5,81,1,1
2-s2.0-85049772293,1,3,1,1
2-s2.0-85042943671,2,10,1,1
2-s2.0-85043980585,6,2,1,1
2-s2.0-85053608475,0,5,0,1
2-s2.0-85030722664,3,1,1,1
2-s2.0-85055027807,0,29,0,1
2-s2.0-85058970928,105,92,1,1
2-s2.0-85057229506,0,0,0,0
2-s2.0-85050255728,7,28,1,1
2-s2.0-85045728599,2,29,1,1
2-s2.0-85049119823,9,12,1,1
2-s2.0-85060936020,0,1,0,1
2-s2.0-85052942954,5,22,1,1
2-s2.0-85064824443,2,4,1,1
2-s2.0-85050665314,0,0,0,0
2-s2.0-85073116045,0,0,0,0
2-s2.0-85056802291,2,17,1,1
2-s2.0-85048666125,0,0,0,0
2-s2.0-85053870677,3,12,1,1
2-s2.0-85067025365,0,8,0,1
2-s2.0-85039756762,3,15,1,1
2-s2.0-85044321988,5,9,1,1
2-s2.0-85046349671,6,22,1,1
2-s2.0-85061509042,6,0,1,0
2-s2.0-85015040150,4,23,1,1
2-s2.0-85046363084,0,7,0,1
2-s2.0-85060982680,2,6,1,1
2-s2.0-85044416837,3,0,1,0
2-s2.0-85057992767,0,14,0,1
2-s2.0-85061255485,0,3,0,1
2-s2.0-85029359723,0,16,0,1
2-s2.0-85043699594,0,5,0,1
2-s2.0-85072684147,0,0,0,0
2-s2.0-85056352484,6,32,1,1
2-s2.0-85058392278,6,105,1,1
2-s2.0-85048218008,4,8,1,1
2-s2.0-85045939717,4,13,1,1
2-s2.0-85048276261,2,10,1,1
2-s2.0-85043716036,0,1,0,1
2-s2.0-85032932464,2,59,1,1
2-s2.0-85058656676,4,17,1,1
2-s2.0-85054971386,5,25,1,1
2-s2.0-85056200000,0,16,0,1
2-s2.0-85049931670,0,0,0,0
2-s2.0-85052856391,0,15,0,1
2-s2.0-85042549328,0,2,0,1
2-s2.0-85063401743,5,3,1,1
2-s2.0-85046806311,98,22,1,1
2-s2.0-85043515992,4,22,1,1
2-s2.0-85039994520,5,94,1,1
2-s2.0-85049495380,3,177,1,1
2-s2.0-85039561573,3,56,1,1
2-s2.0-85049736192,6,11,1,1
2-s2.0-85055486880,2,6,1,1
2-s2.0-85055172748,2,8,1,1
2-s2.0-85040770410,3,22,1,1
2-s2.0-85053815915,2,22,1,1
2-s2.0-85042090660,5,3,1,1
2-s2.0-85032476197,0,15,0,1
2-s2.0-85047384330,4,24,1,1
2-s2.0-85059112614,77,39,1,1
2-s2.0-85046084012,2,7,1,1
2-s2.0-85047624518,5,2,1,1
2-s2.0-85059609200,0,1,0,1
2-s2.0-85116740595,8,10,1,1
2-s2.0-85020380136,2,10,1,1
2-s2.0-85049860642,3,61,1,1
2-s2.0-85047005214,3,3,1,1
2-s2.0-85048787887,0,1,0,1
2-s2.0-85051742428,2,61,1,1
2-s2.0-85030231311,2,21,1,1
2-s2.0-85041607504,3,57,1,1
2-s2.0-85056591224,6,1,1,1
2-s2.0-85052230337,0,0,0,0
2-s2.0-85044607727,4,31,1,1
2-s2.0-85053250307,6,9,1,1
2-s2.0-85054194780,4,27,1,1
2-s2.0-85056121335,101,30,1,1
2-s2.0-85056117966,110,60,1,1
2-s2.0-85051292687,2,16,1,1
2-s2.0-85046640786,2,12,1,1
2-s2.0-85044255505,5,7,1,1
2-s2.0-85044457597,3,21,1,1
2-s2.0-85057019174,2,58,1,1
2-s2.0-85058526131,5,8,1,1
2-s2.0-85022328830,0,11,0,1
2-s2.0-85059525831,0,15,0,1
2-s2.0-85042130717,2,13,1,1
2-s2.0-85042749013,2,30,1,1
2-s2.0-85147679936,2,0,1,0
2-s2.0-85058790064,3,12,1,1
2-s2.0-85047425569,0,1,0,1
2-s2.0-85044348543,2,5,1,1
2-s2.0-85038073574,2,93,1,1
2-s2.0-85051285716,0,3,0,1
2-s2.0-85048424485,0,0,0,0
2-s2.0-85039928680,4,99,1,1
2-s2.0-85077593073,0,0,0,0
2-s2.0-85052096212,2,1,1,1
2-s2.0-85060316344,5,8,1,1
2-s2.0-85055212498,2,11,1,1
2-s2.0-85046491240,6,3,1,1
2-s2.0-85045249061,0,17,0,1
2-s2.0-85052317404,5,8,1,1
2-s2.0-85034864385,0,54,0,1
2-s2.0-85056990727,5,8,1,1
2-s2.0-85054801776,3,1,1,1
2-s2.0-85041907326,2,6,1,1
2-s2.0-85062448623,0,4,0,1
2-s2.0-85047745274,2,12,1,1
2-s2.0-85035210937,5,18,1,1
2-s2.0-85038366213,0,7,0,1
2-s2.0-85041462712,2,13,1,1
2-s2.0-85048664973,5,18,1,1
2-s2.0-85060856625,0,3,0,1
2-s2.0-85058160421,0,54,0,1
2-s2.0-85057328482,0,4,0,1
2-s2.0-85152923178,5,0,1,0
2-s2.0-85049131528,2,0,1,0
2-s2.0-85050511373,1,64,1,1
2-s2.0-85041124153,3,36,1,1
2-s2.0-85039987510,0,30,0,1
2-s2.0-85055076485,3,13,1,1
2-s2.0-85032954130,0,0,0,0
2-s2.0-85062637315,0,2,0,1
2-s2.0-85041291870,0,7,0,1
2-s2.0-85042446443,97,59,1,1
2-s2.0-85054876704,5,5,1,1
2-s2.0-85088065456,0,1,0,1
2-s2.0-85052536503,2,6,1,1
2-s2.0-85049338437,0,0,0,0
2-s2.0-85052613451,0,1,0,1
2-s2.0-85048164933,5,5,1,1
2-s2.0-85042192734,7,36,1,1
2-s2.0-85047419035,3,29,1,1
2-s2.0-85044069522,2,8,1,1
2-s2.0-85048059517,3,6,1,1
2-s2.0-85051305173,0,17,0,1
2-s2.0-85059480239,3,2,1,1
2-s2.0-85041011625,3,5,1,1
2-s2.0-85046641148,0,21,0,1
2-s2.0-85074962730,0,4,0,1
2-s2.0-85027382790,6,11,1,1
2-s2.0-85046870902,0,7,0,1
2-s2.0-85056573245,0,9,0,1
2-s2.0-85065796712,5,1,1,1
2-s2.0-85044005768,0,0,0,0
2-s2.0-85059411162,6,0,1,0
2-s2.0-85056273626,5,14,1,1
2-s2.0-85032953012,4,34,1,1
2-s2.0-85052723716,0,0,0,0
2-s2.0-85147670793,0,0,0,0
2-s2.0-85057565960,3,17,1,1
2-s2.0-85046961017,0,3,0,1
2-s2.0-85056334026,5,21,1,1
2-s2.0-85041124065,0,2,0,1
2-s2.0-85045899073,3,8,1,1
2-s2.0-85049773508,3,64,1,1
2-s2.0-85050857199,0,2,0,1
2-s2.0-85042408537,0,5,0,1
2-s2.0-85050466812,5,4,1,1
2-s2.0-85047785771,5,0,1,0
2-s2.0-85051446010,14,53,1,1
2-s2.0-85042162448,0,5,0,1
2-s2.0-85054357149,2,96,1,1
2-s2.0-85053928588,102,39,1,1
2-s2.0-85051665286,3,1,1,1
2-s2.0-85011891254,4,34,1,1
2-s2.0-85044160914,2,9,1,1
2-s2.0-85120428841,0,0,0,0
2-s2.0-85053614528,0,9,0,1
2-s2.0-85048680793,0,0,0,0
2-s2.0-85056335704,2,2,1,1
2-s2.0-85074754835,7,1,1,1
2-s2.0-85044611055,2,39,1,1
2-s2.0-85066616138,0,2,0,1
2-s2.0-85060027156,5,7,1,1
2-s2.0-85021094125,9,10,1,1
2-s2.0-85057745826,2,0,1,0
2-s2.0-85045282402,0,4,0,1
2-s2.0-85057129403,7,2,1,1
2-s2.0-85060138865,0,0,0,0
2-s2.0-85029877245,4,14,1,1
2-s2.0-85052603257,6,31,1,1
2-s2.0-85034109062,5,8,1,1
2-s2.0-85074964699,0,3,0,1
2-s2.0-85050100034,0,4,0,1
2-s2.0-85047625131,3,19,1,1
2-s2.0-85018180212,0,12,0,1
2-s2.0-85051033734,6,1,1,1
2-s2.0-85049593551,0,17,0,1
2-s2.0-85085023816,0,0,0,0
2-s2.0-85048461228,1,20,1,1
2-s2.0-85030166789,2,38,1,1
2-s2.0-85047075497,3,18,1,1
2-s2.0-85057568646,0,0,0,0
2-s2.0-85064659411,6,11,1,1
2-s2.0-85045060548,0,11,0,1
2-s2.0-85055214814,0,1,0,1
2-s2.0-85043506008,3,9,1,1
2-s2.0-85050354190,0,2,0,1
2-s2.0-85033434051,0,11,0,1
2-s2.0-85045119266,0,1,0,1
2-s2.0-85054660492,7,56,1,1
2-s2.0-85058381356,5,6,1,1
2-s2.0-85053166985,1,29,1,1
2-s2.0-85037659942,116,37,1,1
2-s2.0-85025451728,0,22,0,1
2-s2.0-85050322897,0,0,0,0
2-s2.0-85047095618,3,16,1,1
2-s2.0-85049600322,3,19,1,1
2-s2.0-85125220076,0,3,0,1
2-s2.0-85059500714,6,1,1,1
2-s2.0-85049130033,4,2,1,1
2-s2.0-85050406535,5,17,1,1
2-s2.0-85048567058,0,14,0,1
2-s2.0-85042124950,5,14,1,1
2-s2.0-85055208680,6,4,1,1
2-s2.0-85055883510,4,8,1,1
2-s2.0-85055329986,5,2,1,1
2-s2.0-85042490432,0,20,0,1
2-s2.0-85050293492,3,3,1,1
2-s2.0-85038414606,3,1,1,1
2-s2.0-84946882107,0,6,0,1
2-s2.0-85044474065,7,6,1,1
2-s2.0-85049754856,6,1,1,1
2-s2.0-85050464629,4,29,1,1
2-s2.0-85048009800,4,38,1,1
2-s2.0-85042124259,0,1,0,1
2-s2.0-85055203305,1,3,1,1
2-s2.0-85055206982,0,0,0,0
2-s2.0-85055911435,3,18,1,1
2-s2.0-85042502072,2,8,1,1
2-s2.0-85038378516,2,9,1,1
2-s2.0-85050363033,4,7,1,1
2-s2.0-85049613672,0,0,0,0
2-s2.0-85044385899,2,20,1,1
2-s2.0-85053188475,4,4,1,1
2-s2.0-85037663555,114,50,1,1
2-s2.0-85020232804,6,13,1,1
2-s2.0-85049752235,0,5,0,1
2-s2.0-85049633866,2,29,1,1
2-s2.0-85047067545,2,3,1,1
2-s2.0-85059533501,0,0,0,0
2-s2.0-85124897134,3,0,1,0
2-s2.0-85039956280,6,3,1,1
2-s2.0-85052957177,8,5,1,1
2-s2.0-85029605828,2,10,1,1
2-s2.0-85064067855,0,1,0,1
2-s2.0-85044946324,6,28,1,1
2-s2.0-85048895959,0,57,0,1
2-s2.0-85043579137,3,20,1,1
2-s2.0-85042173837,5,24,1,1
2-s2.0-85032486080,2,94,1,1
2-s2.0-85045059978,3,6,1,1
2-s2.0-85053520746,3,7,1,1
2-s2.0-85058116831,103,35,1,1
2-s2.0-85047617947,5,0,1,0
2-s2.0-85017382024,1,23,1,1
2-s2.0-85051024509,6,26,1,1
2-s2.0-85049858984,5,10,1,1
2-s2.0-85085032372,0,0,0,0
2-s2.0-85048506039,0,3,0,1
2-s2.0-85044599217,3,9,1,1
2-s2.0-85066606561,0,1,0,1
2-s2.0-85060044375,0,3,0,1
2-s2.0-85021350626,3,37,1,1
2-s2.0-85057751550,0,10,0,1
2-s2.0-85040129612,7,11,1,1
2-s2.0-85060137555,2,0,1,0
2-s2.0-85057132079,0,4,0,1
2-s2.0-85051336924,2,12,1,1
2-s2.0-85030257787,0,1,0,1
2-s2.0-85034090537,2,139,1,1
2-s2.0-85074964918,0,3,0,1
2-s2.0-85050133579,0,1,0,1
2-s2.0-85051589402,0,3,0,1
2-s2.0-85004008128,0,12,0,1
2-s2.0-85044251346,3,4,1,1
2-s2.0-85047052854,0,4,0,1
2-s2.0-85048698823,3,82,1,1
2-s2.0-85053476831,5,64,1,1
2-s2.0-85074912603,0,1,0,1
2-s2.0-85056276634,5,4,1,1
2-s2.0-85056322410,0,0,0,0
2-s2.0-85041118554,5,30,1,1
2-s2.0-85045404571,5,10,1,1
2-s2.0-85049807958,101,18,1,1
2-s2.0-85051340035,6,2,1,1
2-s2.0-85042132726,2,16,1,1
2-s2.0-85043456930,2,24,1,1
2-s2.0-85047485244,0,34,0,1
2-s2.0-85051775907,7,0,1,0
2-s2.0-85042208017,4,3,1,1
2-s2.0-85054514701,2,63,1,1
2-s2.0-85054193886,100,38,1,1
2-s2.0-85048574005,2,9,1,1
2-s2.0-85034037558,3,5,1,1
2-s2.0-85052727854,0,3,0,1
2-s2.0-85147668704,0,0,0,0
2-s2.0-85026527246,3,14,1,1
2-s2.0-85046945040,6,3,1,1
2-s2.0-85049077007,3,4,1,1
2-s2.0-85049638161,5,3,1,1
2-s2.0-85046536996,11,14,1,1
2-s2.0-85027508129,0,26,0,1
2-s2.0-85065766139,2,1,1,1
2-s2.0-85056582448,9,6,1,1
2-s2.0-85043990882,0,37,0,1
2-s2.0-85059292352,0,24,0,1
2-s2.0-85089577633,0,0,0,0
2-s2.0-85054801027,5,34,1,1
2-s2.0-85049340560,2,1,1,1
2-s2.0-85052461855,4,38,1,1
2-s2.0-85052728800,0,3,0,1
2-s2.0-85048334019,0,1,0,1
2-s2.0-85042514755,6,17,1,1
2-s2.0-85047254171,2,28,1,1
2-s2.0-85043753584,3,16,1,1
2-s2.0-85048056789,5,2,1,1
2-s2.0-85051213580,2,10,1,1
2-s2.0-85059484399,0,1,0,1
2-s2.0-85054487744,0,2,0,1
2-s2.0-85039906562,3,25,1,1
2-s2.0-85054961256,0,3,0,1
2-s2.0-85032705765,3,23,1,1
2-s2.0-85062713066,3,1,1,1
2-s2.0-85041331629,2,0,1,0
2-s2.0-85042405520,93,16,1,1
2-s2.0-85047724032,5,0,1,0
2-s2.0-85035152319,5,6,1,1
2-s2.0-85054911826,0,0,0,0
2-s2.0-85045099427,0,25,0,1
2-s2.0-85048950967,6,12,1,1
2-s2.0-85060882963,3,10,1,1
2-s2.0-85058362649,0,8,0,1
2-s2.0-85057314464,0,1,0,1
2-s2.0-85147427223,4,1,1,1
2-s2.0-85049138685,2,20,1,1
2-s2.0-85050347042,0,13,0,1
2-s2.0-85041125005,0,25,0,1
2-s2.0-85046370884,2,5,1,1
2-s2.0-85045087472,5,17,1,1
2-s2.0-85034792561,2,9,1,1
2-s2.0-85052587184,2,14,1,1
2-s2.0-85054789927,0,1,0,1
2-s2.0-85056995413,108,42,1,1
2-s2.0-85041909360,3,15,1,1
2-s2.0-85062451061,0,3,0,1
2-s2.0-85058819617,5,5,1,1
2-s2.0-85147677137,0,0,0,0
2-s2.0-85044354013,5,1,1,1
2-s2.0-85047416689,3,0,1,0
2-s2.0-85037979419,8,19,1,1
2-s2.0-85049332917,80,17,1,1
2-s2.0-85047996106,2,77,1,1
2-s2.0-85040165654,3,18,1,1
2-s2.0-85029599490,0,1,0,1
2-s2.0-85052103630,5,1,1,1
2-s2.0-85060315563,5,4,1,1
2-s2.0-85055207011,5,4,1,1
2-s2.0-85057080123,5,11,1,1
2-s2.0-85058528333,5,2,1,1
2-s2.0-85023622769,37,4,1,1
2-s2.0-85059507250,5,1,1,1
2-s2.0-85041902085,0,33,0,1
2-s2.0-85042656504,2,53,1,1
2-s2.0-85042023454,2,15,1,1
2-s2.0-85064197717,0,0,0,0
2-s2.0-85052374035,102,45,1,1
2-s2.0-85044615287,3,9,1,1
2-s2.0-85053228319,0,8,0,1
2-s2.0-85054184001,3,17,1,1
2-s2.0-85056087491,6,11,1,1
2-s2.0-85050512776,6,32,1,1
2-s2.0-85053840080,0,1,0,1
2-s2.0-85046638544,2,2,1,1
2-s2.0-85044237627,2,0,1,0
2-s2.0-85043687256,5,29,1,1
2-s2.0-85042141707,3,4,1,1
2-s2.0-85034268326,2,11,1,1
2-s2.0-85049886823,0,5,0,1
2-s2.0-85058475370,0,19,0,1
2-s2.0-85046086485,3,1,1,1
2-s2.0-85047396625,1,1,1,1
2-s2.0-85114034524,0,1,0,1
2-s2.0-85059639710,4,7,1,1
2-s2.0-85018717462,0,5,0,1
2-s2.0-85046999731,7,2,1,1
2-s2.0-85049894907,4,30,1,1
2-s2.0-85021412297,0,176,0,1
2-s2.0-85058427156,4,45,1,1
2-s2.0-85029895683,3,19,1,1
2-s2.0-85052617324,5,4,1,1
2-s2.0-85042592413,0,17,0,1
2-s2.0-85063408360,3,2,1,1
2-s2.0-85046816352,101,21,1,1
2-s2.0-85043236156,3,25,1,1
2-s2.0-85108606381,0,1,0,1
2-s2.0-85049449308,3,0,1,0
2-s2.0-85049849567,0,14,0,1
2-s2.0-85039422790,4,86,1,1
2-s2.0-85055613281,2,22,1,1
2-s2.0-85055412929,0,0,0,0
2-s2.0-85040784668,0,9,0,1
2-s2.0-85053893317,5,6,1,1
2-s2.0-85071924483,0,0,0,0
2-s2.0-85047144654,5,0,1,0
2-s2.0-85059160526,4,13,1,1
2-s2.0-85048165592,6,8,1,1
2-s2.0-85045880156,5,17,1,1
2-s2.0-85047951043,2,16,1,1
2-s2.0-85044138050,0,39,0,1
2-s2.0-85046008435,93,15,1,1
2-s2.0-85068649705,0,12,0,1
2-s2.0-85054893986,9,5,1,1
2-s2.0-85056162378,9,40,1,1
2-s2.0-85050038650,0,0,0,0
2-s2.0-85049503941,78,19,1,1
2-s2.0-85061337612,5,12,1,1
2-s2.0-85015364517,5,24,1,1
2-s2.0-85047636349,4,16,1,1
2-s2.0-85060988754,2,4,1,1
2-s2.0-85044264400,4,4,1,1
2-s2.0-85058008311,0,9,0,1
2-s2.0-85058182042,0,5,0,1
2-s2.0-85029477194,1,7,1,1
2-s2.0-85043981703,3,3,1,1
2-s2.0-85049881279,5,23,1,1
2-s2.0-85045635851,10,23,1,1
2-s2.0-85049078258,8,2,1,1
2-s2.0-85077976956,0,1,0,1
2-s2.0-85053468138,119,55,1,1
2-s2.0-85064763801,2,20,1,1
2-s2.0-85050677167,6,34,1,1
2-s2.0-85056695606,0,1,0,1
2-s2.0-85073466512,0,0,0,0
2-s2.0-85053852381,0,2,0,1
2-s2.0-85048673927,0,1,0,1
2-s2.0-85074141140,0,2,0,1
2-s2.0-85042904764,2,15,1,1
2-s2.0-85044334055,13,13,1,1
2-s2.0-85045210000,3,2,1,1
2-s2.0-85053437968,2,1,1,1
2-s2.0-85027254776,5,22,1,1
2-s2.0-85061041683,2,0,1,0
2-s2.0-85049571141,3,28,1,1
2-s2.0-85018444885,2,10,1,1
2-s2.0-85043379891,2,8,1,1
2-s2.0-85045523030,2,31,1,1
2-s2.0-85030852188,1,1,1,1
2-s2.0-85053603968,0,0,0,0
2-s2.0-85052468709,3,15,1,1
2-s2.0-85057271810,3,0,1,0
2-s2.0-85058859473,5,26,1,1
2-s2.0-85049299051,2,193,1,1
2-s2.0-85046081246,3,13,1,1
2-s2.0-85059896348,4,3,1,1
2-s2.0-85052156144,1,0,1,0
2-s2.0-85051326030,6,9,1,1
2-s2.0-85042263877,6,18,1,1
2-s2.0-84988411027,0,2,0,1
2-s2.0-85045664860,5,13,1,1
2-s2.0-85041494308,4,27,1,1
2-s2.0-85051497857,3,6,1,1
2-s2.0-85045872589,0,2,0,1
2-s2.0-85059273699,0,6,0,1
2-s2.0-85101425564,2,574,1,1
2-s2.0-85064121799,2,13,1,1
2-s2.0-85042103079,0,8,0,1
2-s2.0-85040794973,7,14,1,1
2-s2.0-85051390924,5,25,1,1
2-s2.0-85055076097,2,3,1,1
2-s2.0-85035215122,5,55,1,1
2-s2.0-85056263164,0,8,0,1
2-s2.0-85037827588,2,1,1,1
2-s2.0-85048313622,11,192,1,1
2-s2.0-85042168086,3,38,1,1
2-s2.0-85046708364,2,35,1,1
2-s2.0-85045846918,3,2,1,1
2-s2.0-85051721647,2,6,1,1
2-s2.0-85049393107,2,7,1,1
2-s2.0-85054584634,3,74,1,1
2-s2.0-85092154120,0,0,0,0
2-s2.0-85055716611,0,21,0,1
2-s2.0-85053081646,5,45,1,1
2-s2.0-85052619951,0,7,0,1
2-s2.0-85031933188,2,1,1,1
2-s2.0-85051627190,7,9,1,1
2-s2.0-85044761995,0,1,0,1
2-s2.0-85056445467,2,19,1,1
2-s2.0-85099332033,0,1,0,1
2-s2.0-85058482229,6,37,1,1
2-s2.0-85026629813,0,1,0,1
2-s2.0-85047244719,4,7,1,1
2-s2.0-85041398031,3,18,1,1
2-s2.0-85038874301,2,13,1,1
2-s2.0-85031823129,14,96,1,1
2-s2.0-85047021659,3,4,1,1
2-s2.0-85048155785,6,2,1,1
2-s2.0-85044574720,5,19,1,1
2-s2.0-85013345347,5,21,1,1
2-s2.0-85046714400,14,15,1,1
2-s2.0-85042469120,2,5,1,1
2-s2.0-85029420438,2,0,1,0
2-s2.0-85064709833,2,2,1,1
2-s2.0-85047355925,0,0,0,0
2-s2.0-85049583944,6,118,1,1
2-s2.0-85037127627,6,21,1,1
2-s2.0-85050298079,5,125,1,1
2-s2.0-85046663629,12,74,1,1
2-s2.0-85046272787,0,0,0,0
2-s2.0-85019564217,6,70,1,1
2-s2.0-85053219595,1,2,1,1
2-s2.0-85045916868,6,19,1,1
2-s2.0-85041415663,0,19,0,1
2-s2.0-85053113363,4,47,1,1
2-s2.0-85044283056,101,32,1,1
2-s2.0-85056825187,5,12,1,1
2-s2.0-85040187317,0,27,0,1
2-s2.0-85054712562,1,9,1,1
2-s2.0-85090523674,0,0,0,0
2-s2.0-85042491777,5,8,1,1
2-s2.0-85049352978,5,20,1,1
2-s2.0-85050828521,0,4,0,1
2-s2.0-85047767319,3,4,1,1
2-s2.0-85047817215,99,61,1,1
2-s2.0-85020694367,0,0,0,0
2-s2.0-85055902003,6,4,1,1
2-s2.0-85042091201,18,24,1,1
2-s2.0-85047510064,4,16,1,1
2-s2.0-85033368103,6,9,1,1
2-s2.0-85091699096,0,0,0,0
2-s2.0-85147690537,0,0,0,0
2-s2.0-85058472015,6,19,1,1
2-s2.0-85054024386,0,0,0,0
2-s2.0-85031894420,4,6,1,1
2-s2.0-85033606176,2,8,1,1
2-s2.0-85074961569,0,1,0,1
2-s2.0-85040844050,2,5,1,1
2-s2.0-85057105148,4,4,1,1
2-s2.0-85054726773,2,3,1,1
2-s2.0-85044502792,5,21,1,1
2-s2.0-85052621603,99,73,1,1
2-s2.0-85034089876,3,18,1,1
2-s2.0-85047566165,4,69,1,1
2-s2.0-85046761537,0,16,0,1
2-s2.0-85046443732,4,14,1,1
2-s2.0-85059425048,0,2,0,1
2-s2.0-85051757660,3,5,1,1
2-s2.0-85049386285,0,27,0,1
2-s2.0-85068896088,6,11,1,1
2-s2.0-85054075836,2,3,1,1
2-s2.0-85056784182,3,6,1,1
2-s2.0-85102859467,0,0,0,0
2-s2.0-85049336523,0,1,0,1
2-s2.0-85044760937,2,45,1,1
2-s2.0-85039863241,6,46,1,1
2-s2.0-85046296879,5,1,1,1
2-s2.0-85051078673,3,27,1,1
2-s2.0-85032798826,3,45,1,1
2-s2.0-85051752210,0,8,0,1
2-s2.0-85052852129,3,21,1,1
2-s2.0-85049208273,2,32,1,1
2-s2.0-85040787497,4,11,1,1
2-s2.0-85040378372,3,21,1,1
2-s2.0-85048782263,2,10,1,1
2-s2.0-85058685792,0,2,0,1
2-s2.0-85062870801,2,3,1,1
2-s2.0-85031712189,0,10,0,1
2-s2.0-85049352779,0,0,0,0
