Agency_Name,Country
Bureau of Waterworks Tokyo Metropolitan Government,Japan
Burroughs Wellcome Fund,United States
Business Informatics Laboratory,Thailand
Business Research Center of Thammasat Business School,Thailand
Busrakham Jasmine Limited,Thailand
Böehringer-Ingelheim,Germany
C2F Chulalongkorn University,Thailand
C2F Fund-Chulalongkorn Academic Advancement,Thailand
CAC-RU,Russia
CANARIE,Canada
CAPD,Thailand
CAPES,Brazil
CAPES Foundation,Brazil
CAPES fellowships,Brazil
CAPES/Alexander von Humboldt,Brazil
CAS,China
CAS,United States
CAS Center for Excellence in Particle Physics,China
CAS Key Laboratory of Behavioral Science,China
CAS South America Center for Astronomy,Chile
CAS-CONICYT,Chile
CASR,Australia
CAST,China
CAT-REAC,Thailand
CAT-REACT,Thailand
CAT-REC,India
CATA,Chile
CATRC,Thailand
CBIT,India
CBRC,China
CBS,United States
CCFA career development award,United States
CCFS,Australia
CCNU,China
CCOP,Thailand
CDC,Canada
CDC,United States
CDC Collaboration,United States
CDC Thailand Office,Thailand
CDF,United States
CEA,France
CEA,United States
CEA,China
CEA-DRF,France
CEA-DSM,France
CEAP,Brazil
CECC-HCU,Thailand
CECI,Canada
CEED,Australia
CEEPUS network,Austria
CEMB-PERDO,Thailand
CENTRA,Portugal
CERC,Canada
CERCA Program/Generalitat de Catalunya,Spain
CERD,India
CERN,Switzerland
"CEVA Animal Health Thailand Co., Ltd.",Thailand
"CEVA Animal Health, Thailand",Thailand
CFAR,United States
CFAR,Australia
CFI,Canada
CGIAR,France
CHDI Foundation,United States
CHE,United States
CHE-TRF,Switzerland
"CHERDCHAI CORPORATION Co.,Ltd.",Thailand
CHE‐TRF Senior Research Fund,Thailand
CHIMES Society,Singapore
CHRIST,India
CHULALONGKORN,Thailand
CIAT,Spain
CIBER-Consorcio Centro de Investigación Biomédica en Red,Spain
CIBMTR Cellular Immunotherapy Data Resource Committee,United States
CICECO-Aveiro Institute of Materials,Portugal
CIEMAT,Spain
CIF,Sweden
CIF,United States
CIF-CNI,Thailand
CIHR,Canada
CIHR Foundation,Canada
CIHR/GSK,Canada
CIIRC,India
CIIRC,Czech Republic
CIMA,United Kingdom
CIN-VESTAV,Mexico
CINECA,Italy
CINVES-TAV,Mexico
CINVESTAV,Mexico
CINaM,France
CIOMS,Switzerland
CIRCA,United States
CISM/UCL,Belgium
CIVIC,United States
CK-CARE,Switzerland
"CM Clinical Trial Unit Faculty of Medicine, Chiang Mai University",Thailand
CME,United States
CMKL,Thailand
CMKL University,Thailand
CMRIT,India
CMS,Canada
CMS,United States
CMU HIV Treatment,United States
CMU Research Group,United States
CNCS-UEFISCDI,Romania
CNES,France
CNPEM,Brazil
CNPEM-LNNANO,Brazil
CNPq,Brazil
CNPq PVE,Brazil
CNR-IMM,Italy
CNRS,France
CNRS 7262 Université de Poitiers,France
CNRS-IN2P3,France
CNRS-TRF,France
CNRS-UMR,France
CNRS/IN2P3,France
CNRS/INSU,France
CNRST,Morocco
CNS-Ipicyt,Mexico
COA,United States
COAX Group Corporation Ltd,Thailand
COI,Japan
COL-CIENCIAS,Colombia
COLCIENCIAS,Colombia
COMPASS Pathways Limited,United Kingdom
CONACYT,Mexico
CONACYT,Paraguay
CONACYT network of national laboratories,Mexico
CONACyT,Mexico
CONICET,Argentina
CONICYT,Chile
CONICYT-FONDECYT,Chile
CORE,United States
COST,Belgium
COVID-19 Animal Inspection Project of Seoul Metropolitan Government,South Korea
CPHS CU,Thailand
CPM-NSTDA,Thailand
CPRIT,United States
CRC,United States
CREID,United Kingdom
CREST,Japan
CREST JST,Japan
CRL,United Kingdom
CRS,United States
CRUK,United Kingdom
CS Fund,The United States
CSC,China
CSF,United States
CSH,Thailand
CSIR,India
CSIRO,Australia
CSIRO Mineral Resources,Australia
CSL Behring,United States
CSTI,Japan
CU,Thailand
CU,Egypt
CU ASEAN,Thailand
CU Academic Network in the Region,Thailand
CU Center of Excellence on Food and Agriculture,Thailand
CU Food and Water Cluster,Thailand
CU Global Partnership Programme,Thailand
CU Graduate School,United States
CU Graduate School Thesis,Thailand
"CU Graduate School Thesis Grant, Chulalongkorn University",Thailand
CU Hospital,Thailand
CU Office of Research Affairs,United States
CU Rachadapiseksompote Endowment Fund,Thailand
CU Ratchadaphiseksomphot Endowment Fund,Thailand
CU Scholarship,Thailand
CU second Century Project,United States
CU-2nd Century,Thailand
CU-AGF,Thailand
CU-ASEAN,Thailand
CU-CLUSTER fund of Chulalong-korn University,Thailand
CU-Collar,Thailand
CU-IIAC,Thailand
CU-NSTDA,Thailand
CU-NTU-TU,Thailand
CU-STAR Swine Virus Evolution and Vaccine Research,Thailand
CUHK,Hong Kong
CUMNH,United States
CUNY,United States
CURE Childhood Cancer Association,United States
CUniverse research promotion project,Thailand
CUniverse research promotion project of Chu-lalongkorn University in Bangkok,Thailand
CVON,Netherlands
Cairo University,Egypt
California Academy of Science,United States
California Department of Fish and Game,United States
California Department of Fish and Game,The United States
California Department of Fish and Wildlife,United States
California Department of Fish and Wildlife,The United States
California Department of Public Health,United States
California Earthquake Authority,United States
California Earthquake Authority,The United States
California Institute of Technology,United States
California Institute of Technology,The United States
"California Institute of Technology , Pasadena",United States
"California Institute of Technology, Pasadena",United States
Cambia Health Foundation,United States
Cambridge Biomedical Research Centre,United Kingdom
Cambridge Conservation Initiative,United Kingdom
Cambridge University Hospitals NHS Foundation Trust,United Kingdom
Camille Dreyfus,United States
Camille and Henry Dreyfus Foundation,United States
Canada Council,Canada
Canada Foundation for Innovation,Canada
Canada Research Chair,Canada
Canada Research Chairs,Canada
Canada Research Chairs Program,Canada
Canada —Natural Sciences and Engineering Research Council of Canada,Canada
Canadian Cancer Society Research Institute Innovation,Canada
Canadian Child Health Clinician Scientist Program,Canada
Canadian Consortium on Neurodegeneration in Aging,Canada
Canadian Foundation for Innovation,Canada
Canadian Foundation for Innovation and Western University,Canada
Canadian HIV Cure Enterprise,Canada
Canadian Heart Rhythm Society,Canada
Canadian Home Parenteral Nutrition Registry,Canada
Canadian Institute for Advanced Research,Canada
Canadian Institute for Health,Canada
Canadian Institute for Health Research,Canada
Canadian Institute of Health Research,Canada
Canadian Institutes for Health Research,Canada
Canadian Institutes of Health Research,Canada
Canadian International Development Agency,Canada
"Canadian Network for Research and Innovation in Machining Technology, Natural Sciences and Engineering Research Council of Canada",Canada
Canadian Patient Safety Institute,Canada
Canadian Poultry Research Council,Canada
"Cancer Biology Research Center, Tel Aviv University",Israel
Cancer Council of Victoria,Australia
Cancer Prevention and Research Institute of Texas,United States
Cancer Research Funds of Radiumhemmet,Sweden
Cancer Research UK,The United Kingdom
Cancer Research UK,United Kingdom
"Cancer Research UK, and Research Councils UK",United Kingdom
Canon Foundation,United Kingdom
Canon Foundation,The Netherlands
Canon Foundation for Scientific Research,The United Kingdom
Canton Zurich,Switzerland
Cantons of Bern and Geneva,Switzerland
"Cantons of Bern, Geneva and Zurich",Switzerland
Capacity Building of KU,Thailand
Capital Medical University,China
Capsule Products Co. Ltd,Thailand
"Capsule Products Co., Ltd.",Thailand
Caraway Therapeutics,United States
Carbon Trust,United Kingdom
Cardiff University,United Kingdom
CardioInsight Medtronic,United States
"Care Co., Ltd.",Thailand
Care Health and Development Trust,United Kingdom
CareDx,United States
Cariparo Foundation,Italy
Carlsberg Foundation,Denmark
Carnegie Institution of Washington,United States
Case Western Reserve University,United States
Catholic University of Korea,South Korea
Cawthron Institute,New Zealand
CeSAM,Portugal
Cecilia Rivas Alfaro—University of California,United States
Celgene,United States
Celgene Corporation,United States
Cell-Based Drug and Health Products Development Research Unit,Thailand
Cell-based Drug and Health Products Development Research Unit,Thailand
Center for Advanced Analytical Technology,United States
Center for Advanced Soft Electronics,South Korea
Center for Advanced Studies for Agriculture and Food,Pakistan
"Center for Advanced Studies for Agriculture and Food, Institute for Advanced Studies, Kasetsart University",Thailand
"Center for Advanced Studies for Agriculture and Food, KU Institute for Advanced Studies, Kasetsart University",Thailand
"Center for Advanced Studies in Industrial Technology, Kasetsart University",Thailand
Center for Advanced Studies in Tropical Natural Resources,Thailand
"Center for Advanced Study, University of Illinois at Urbana-Champaign",United States
Center for African Studies,United States
Center for African Studies,The United States
Center for Alcohol Studies,Thailand
"Center for Alcohol Studies , Thailand",Thailand
"Center for Alcohol Studies, Thailand",Thailand
Center for Allergy Research and Education,United States
Center for Artificial Intelligence,United States
"Center for Behavioral and Experimental Economics, Chulalongkorn University",Thailand
Center for Bioenergy Innovation,United States
Center for Biostatistics in AIDS Research,United States
"Center for Emerging Infectious Diseases, University of Iowa",United States
"Center for Emerging Infectious Diseases, University of Iowa",The United States
Center for Excellence in Clinical Virology,Thailand
Center for Excellence in Omics-Nano Medical Technology Development Project Chulalongkorn University,Thailand
Center for Excitonics,United States
"Center for Hellenic Studies, Harvard University",The United States
Center for Hierarchical Wasteform Materials,United States
Center for Incubation Innovation Research and Consultancy,India
Center for Incubation Innovation Research and Consultancy,Thailand
"Center for Incubation, Innovation, Research and Consultancy",India
Center for Innovation in Chemistry,Thailand
Center for Innovative Medicine,Sweden
Center for Intercultural and Indigenous Research,Chile
Center for Medical Diagnostic Laboratories,Thailand
Center for Nano and Material Sciences,India
Center for Nuclear Environmental Engineering Sciences and Radioactive Waste Management,United States
"Center for Outcomes Research and Evaluation, Yale School of Medicine",The United States
"Center for Petroleum, Petrochemical, and Advanced Materials",Thailand
"Center for Petroleum, Petrochemicals and Advanced Materials",Thailand
Center for Pharmaceutical Development,United States
Center for Research Resources and Development of Kaohsiung Medical University,Taiwan
Center for Scientific and Technological Equipment,Thailand
Center for Social Conflict and Cohesion Studies,Chile
Center for Translational Chronobiology,United States
"Center for the Evaluation of Vaccination, Vaccine & Infectious Disease Institute",Belgium
Center of Biomolecular Therapy and Diagnostic,Thailand
Center of Excel lence for Innovation and Endoscopy in Gastrointestinal Oncol-ogy,Thailand
Center of Excellence Network and Ratchadaphiseksomphot Endowment Fund,Thailand
Center of Excellence for Allergy and Clinical Immunology,Thailand
Center of Excellence for Antibody Research,Thailand
Center of Excellence for Clinical Virology,Thailand
Center of Excellence for Companion Animal Cancer,Thailand
Center of Excellence for Emerging,United States
Center of Excellence for Emerging and Re-Emerging Infectious Disease,Thailand
Center of Excellence for Emerging and Re-emerging Infectious Diseases in Animals,United States
Center of Excellence for Emerging and Re-emerging Infectious Diseases in Animals,Thailand
Center of Excellence for Emerging and Reemerging Infectious Diseases in Animals,Thailand
Center of Excellence for Emerging and Re‐emerging Infectious Diseases,United States
Center of Excellence for Emerging and Re‐emerging Infectious Diseases in Animals,Thailand
Center of Excellence for Innovation and Endoscopy in Gastrointestinal Oncology,Thailand
"Center of Excellence for Innovation and Endoscopy in Gastrointestinal Oncology, Faculty of Medicine, Chulalongkorn University",Thailand
Center of Excellence for Innovation in Analytical Science,Thailand
Center of Excellence for Innovation in Analytical Science and Technology,Thailand
Center of Excellence for Innovation in Chemistry,Thailand
Center of Excellence for Innovation in Chemistry,United States
Center of Excellence for Marine Biotechnology,Thailand
"Center of Excellence for Marine Biotechnology, Chulalongkorn University",Thailand
"Center of Excellence for Marine Biotechnology, Department of Marine Science",Thailand
Center of Excellence for Molecular Biology and Genomics of Shrimp,Thailand
Center of Excellence for Pediatric Infectious Diseases,Thailand
Center of Excellence for Pediatric Infectious Diseases and Vaccines,Thailand
"Center of Excellence for Pediatric Infectious Diseases and Vaccines, Faculty of Medicine, Chulalongkorn University",Thailand
Center of Excellence for Petrochemical and Materials Technology,Thailand
"Center of Excellence for Petrochemical and Materials Technology, Chulalongkorn University",Thailand
