Agency_Name,Mapped_Name,Country
"Austrian Agency for International Mobility and Cooperation in Education, Science, and Research","Austrian Agency for International Mobility and Cooperation in Education, Science, and Research",Austria
"Austrian Federal Ministry of Education, Science","Austrian Federal Ministry of Education, Science",Austria
"Austrian Federal Ministry of Education, Science and Research","Austrian Federal Ministry of Education, Science",Austria
"Austrian Federal Ministry of Education, Science, and Research","Austrian Federal Ministry of Education, Science",Austria
Austrian Federal Ministry of Science,"Austrian Federal Ministry of Education, Science",Austria
Austrian Foundation for Advancement of Science,Austrian Foundation,Austria
Austrian Research Promotion Agency,Austrian Research Promotion Agency,Austria
Austrian Science Foundation,Austrian Science Foundation,Austria
Austrian Science Fund,Austrian Science Fund,Austria
AvH Foundation,AvH Foundation,Germany
Avion Pharmaceuticals,Avion Pharmaceuticals,United States
Ayutthaya Municipality,Thailand National Organization,Thailand
A∗STAR,A*STAR,Singapore
B.BES-CMU,Thailand National Organization,Thailand
B.N.C. Patcharapun Chaipun,Thailand National Organization,Thailand
B.P. Koirala Institute of Health Sciences,B.P. Koirala Institute,Nepal
BAP,BAP,United Kingdom
BARC,BARC,India
BARDA,BARDA,United States
BASF,BASF,United States
BASF,BASF,Germany
BBGI Bio Diesel Company Limited,Thailand National Organization,Thailand
BBSRC,BBSRC,United Kingdom
BBVA Foundation,BBVA Foundation,Spain
BCKDF,BCKDF,Canada
BCRU,Thailand National Organization,Thailand
BECC,Thailand National Organization,Thailand
BEDO-NRCT,Thailand National Organization,Thailand
BEI Resources,BEI Resources,United States
BEIS,BEIS,United Kingdom
BELGIUM,BELGIUM,Belgium
BELSPO,BELSPO,Belgium
BES,BES,United States
BIAL Biotech,BIAL Biotech,Portugal
BIDMC,BIDMC,United States
"BIOFEED (Thailand) Co., Ltd.",Thailand National Organization,Thailand
BIOPHICS,Thailand National Organization,Thailand
BIOTEC,Thailand National Organization,Thailand
BJC Big C Foundation,BJC Big C Foundation,Thailand
BK21 PLUS Program for Creative Veterinary Science Research Center,BK21 PLUS Program for Creative Veterinary Science Research Center,South Korea
BKF,Thailand National Organization,Thailand
BMA,BMA,United Kingdom
BMBF,BMBF,Germany
BMBF,BMBF,Austria
BMBWF,BMBWF,Germany
BMBWF,BMBWF,Austria
BMGF,BMGF,United States
BMI,BMI,Germany
BMKG,BMKG,Indonesia
BMNH,BMNH,United Kingdom
BMS,BMS,United Kingdom
BMS,BMS,United States
BMWFW,BMWFW,Austria
BMZ,BMZ,Germany
BNL,BNL,United States
BNSF,BNSF,Bulgaria
BOKU Core Facility Mass Spectrometry,BOKU Core Facility Mass Spectrometry,Austria
BOKU Core Facility Mass Spectroscopy,BOKU Core Facility Mass Spectroscopy,Austria
BP Exploration Operating Company Ltd,BP Exploration Operating Company Ltd,United Kingdom
BRAND’S Health Research Foundation for Thai Society,BRAND’S Health Research Foundation,Thailand
BRCES,BRCES,Brazil
BRF,BRF,United States
BRIN,BRIN,Indonesia
BSF,BSF,Israel
BSF-NSF,BSF-NSF,United States
BSN,BSN,United Kingdom
BSR,BSR,United Kingdom
BSTFT-GoB,BSTFT-GoB,Bangladesh
BUAP,BUAP,Mexico
"Baan-Buakkhang School in Sankamphaeng District, Chiang Mai Province",Chiang Mai University,Thailand
Bach Mai Hospital,Bach Mai Hospital,Vietnam
Baiya Phytopharm Co. Ltd,Thailand National Organization,Thailand
"Baiya Phytopharm Co., Ltd.",Baiya Phytopharm Co. Ltd,China
"Baiya Phytopharm Co., Ltd.",Baiya Phytopharm Co. Ltd,Japan
"Balliol College, University of Oxford","Balliol College, University",United Kingdom
Balnaves Foundation,Balnaves Foundation,Australia
Balvi Filantropic Fund,Balvi Filantropic Fund,Latvia
Bamrasnaradura Infectious Disease Institute,Bamrasnaradura Infectious Disease Institute,Thailand
Bamrasnaradura Infectious Diseases Institute,Bamrasnaradura Infectious Diseases Institute,Thailand
Bamrasnaradura Institute,Bamrasnaradura Institute,Thailand
Ban Khai District Public Health Office,Thailand National Organization,Thailand
Ban Sop Li School in Lampang Province,Thailand National Organization,Thailand
Ban Ton Rieng Sub-District Hospital,Thailand National Organization,Thailand
Bangchak Bioethanol (Chachoengsao) Co. Ltd,Thailand National Organization,Thailand
Bangchak Corporation Public Company Limited,Thailand National Organization,Thailand
Bangchak Initiative Innovation Center at Bangchak Corporation Public Company Limited,Bangchak Initiative Innovation Center,Thailand
Bangchak Petroleum PLC.,Thailand National Organization,Thailand
Bangka Belitung,Bangka Belitung,Indonesia
Bangkok Biomaterial Center,Bangkok Biomaterial Center,Thailand
"Bangkok Biomaterial Center, Siriraj hospital",Bangkok Biomaterial Center,Thailand
Bangkok Metropolitan Administration,Thailand National Organization,Thailand
Bangkok Metropolitan Administration General Hospital,Thailand National Organization,Thailand
Bangkok Synthetics Co.,Thailand National Organization,Thailand
"Bangkok Synthetics Co., Ltd.",Thailand National Organization,Thailand
Bangkok Thailand,Thailand National Organization,Thailand
Bangladesh Agricultural Research Council,Bangladesh Agricultural Research Council,Bangladesh
Bangpu Nature Education Center,Bangpu Nature Education Center,Thailand
Banphaeo General Hospital,Thailand National Organization,Thailand
Banphaeo Hospital,Thailand National Organization,Thailand
Banpong Hospital,Thailand National Organization,Thailand
Banrie Coffee Company,Thailand National Organization,Thailand
Bansomdejchaopraya Rajabhat University,Bansomdejchaopraya Rajabhat University,Thailand
Bara Scientific Co. Ltd.,Thailand National Organization,Thailand
Barrow Neurological Foundation,Barrow Neurological Foundation,United States
Barrow Neurological Institute,Barrow Neurological Foundation,United States
"Bartlett Faculty of the Built Environment, University College London","Bartlett Faculty of the Built Environment, University",United Kingdom
Basic Energy Sciences,Basic Energy Sciences,The United States
Basic Research Fund,Basic Research Fund,Israel
Bauman Moscow State Technical University,Bauman Moscow State Technical University,Russia
Bausch & Lomb,Bausch & Lomb,United States
Bausch and Lomb,Bausch & Lomb,United States
Bavaria State Ministry,Bavaria State Ministry,Germany
Baxter,Baxter,United States
Baxter Corp,Baxter Corp,United States
Baxter Corporation Canada,Baxter Corporation Canada,Canada
Baxter Deutschland,Baxter Deutschland,Germany
Baxter Health Care Canada,Baxter Health Care Canada,Canada
Baxter Healthcare,Baxter Healthcare,United States
Baxter Healthcare Corporation,Baxter Healthcare,United States
Baxter Healthcare Inc.,Baxter Healthcare,United States
Baxter International Inc,Baxter International Inc,United States
Baxter International Inc.,Baxter International Inc,United States
Bay Area Water Quality,Bay Area Water Quality,United States
Bayer,Bayer,Germany
Bayer,Bayer,United States
Bayer Health Pharma,Bayer Health Pharma,Germany
Bayer Pharma,Bayer Health Pharma,Germany
Bayer Vital,Bayer Vital,Germany
Bayer Yakuhin Ltd,Bayer Yakuhin Ltd,Japan
Baylor College of Medicine,Baylor College of Medicine,United States
Baylor College of Medicine Dan L. Duncan Comprehensive Cancer Center,Baylor College of Medicine Dan L. Duncan Comprehensive Cancer Center,United States
Baylor-UT Houston Center for AIDS Research,Baylor-UT Houston Center,United States
Beasiswa Pendidikan Pascasarjana Luar Negeri,Beasiswa Pendidikan Pascasarjana Luar Negeri,Indonesia
Beasiswa Unggulan,Beasiswa Unggulan,Indonesia
Beatriu de Pinós,Beatriu de Pinós,Spain
Behavior Research and Informatics in Social Science,Behavior Research and Informatics in Social Science,United States
"Beiersdorf (Thailand) Co., Ltd.",Thailand National Organization,Thailand
Beiersdorf and Menarini,Beiersdorf and Menarini,Germany
Beijing Ditan Hospital,Beijing Ditan Hospital,China
Beijing Lisheng Cardiovascular Health Foundation,Beijing Lisheng Cardiovascular Health Foundation,China
Beijing Municipal High Level Innovative Team Building Program,Beijing Municipal High Level Innovative Team Building Program,China
Beijing Municipal Science & Technology Commission,Beijing Municipal Science & Technology Commission,China
Beijing Municipal Science and Technology Commission,Beijing Municipal Science & Technology Commission,China
Beijing Municipal Science and Technology Project,Beijing Municipal Science and Technology Project,China
Beijing Natural Science Foundation,Beijing Natural Science Foundation,China
Beijing Natural Science Foundation of China,Beijing Natural Science Foundation,China
Beijing Outstanding Young Scientist Program,Beijing Outstanding Young Scientist Program,China
Beijing Xisike Clinical Oncology Research Foundation,Beijing Xisike Clinical Oncology Research Foundation,China
Belgian Federal Science Policy Office,Belgian Federal Science Policy Office,Belgium
Belgian Federal government,Belgian Federal government,Belgium
Belgian Fonds de la Recherche Scientifique,Belgian Fonds de la Recherche Scientifique,Belgium
Belgian National Fund for Scientific Research,Belgian National Fund for Scientific Research,Belgium
Belgorod National Research University,Belgorod National Research University,Russia
Benaroya Research Institute at Virginia Mason,Benaroya Research Institute,United States
Bencard Allergie GmbH,Bencard Allergie GmbH,Germany
Benemérita Universidad Autónoma de Puebla,Benemérita Universidad Autónoma de Puebla,Mexico
Benja Rewthongchum,Thailand National Organization,Thailand
Benjamas Garden,Thailand National Organization,Thailand
Benoziyo Center,Benoziyo Center,Israel
"Benoziyo Center, Israel",Benoziyo Center,Israel
Berli Jucker Company Big C foundation,Thailand National Organization,Thailand
Berlin Institute of Health,Berlin Institute,Germany
"Betagro Public Co., Ltd.",Thailand National Organization,Thailand
Betty Moore Foundation,Betty Moore Foundation,United States
Beuth University of Applied Sciences,Beuth University,Germany
Beuth University of Applied Sciences and Brawijaya University,Beuth University,Germany
Bharath University,Bharath University,India
Bhumibol Adulyadej Hospital,Thailand National Organization,Thailand
Bijzonder Onderzoeksfonds,Bijzonder Onderzoeksfonds,Belgium
Bildung und Forschung,Bildung und Forschung,Austria
Bill & Melinda Gates Foundation,Bill & Melinda Gates Foundation,United States
Bill Melinda Gates Foundation,Bill & Melinda Gates Foundation,United States
Bill and Melinda Gates,Bill & Melinda Gates Foundation,United States
Bill and Melinda Gates Foundation,Bill & Melinda Gates Foundation,United States
Bill and Melinda Gates Foundation,Bill & Melinda Gates Foundation,The United States
Binatang Research Centre,Binatang Research Centre,Papua New Guinea
Bio-oriented Technology Research Advancement Institution,Bio-oriented Technology Research Advancement Institution,Japan
BioGaia AB,BioGaia AB,Sweden
BioGen Inc.,BioGen Inc.,United States
BioMedica Nutraceuticals,BioMedica Nutraceuticals,Australia
BioMerieux,BioMerieux,France
BioMérieux,BioMérieux,France
BioNTech,BioNTech,Germany
BioSentinel Laboratory,BioSentinel Laboratory,United States
Biocenter Finland,Biocenter Finland,Finland
Biochemistry University of California-Los Angeles Los Angeles,Biochemistry University,United States
Biochemistry University of Sindh,Biochemistry University,Pakistan
Biocon India,Biocon India,India
Biocon Limited,Biocon Limited,India
Biodiversity-Based Economy Development Office,Thailand National Organization,Thailand
Biodiversity-Based Economy Development Office,Biodiversity-Based Economy Development Office,Philippines
Biodiversity-based Economy Development Office,Thailand National Organization,Thailand
Bioenergy and Catalysis Research Unit,Thailand National Organization,Thailand
Biofilms - Research Center for Biointerfaces at Malmö University,Biofilms - Research Center for Biointerfaces at Malmö University,Sweden
Biofuel and Biochemical Industry Project,Thailand National Organization,Thailand
Biogas and Biorefinery Laboratory,Thailand National Organization,Thailand
