,Eid,Funding_Count,Has_Funding,Has_Cite-By,Subtype,Publish_year,Publish_month,Cite-By_Count
771,2-s2.0-85050029848,5,1,1,Article,2018.0,7.0,11.0
773,2-s2.0-85061594328,4,1,1,Article,2018.0,5.0,21.0
775,2-s2.0-85056591683,0,0,1,Article,2018.0,9.0,5.0
777,2-s2.0-85041216434,4,1,1,Article,2018.0,2.0,187.0
779,2-s2.0-85046658445,4,1,1,Article,2018.0,12.0,22.0
781,2-s2.0-85036551446,4,1,1,Article,2018.0,1.0,10.0
783,2-s2.0-85051263294,15,1,1,Article,2018.0,9.0,11.0
785,2-s2.0-85041801741,0,0,1,Article,2018.0,3.0,12.0
787,2-s2.0-85054071137,5,1,1,Article,2018.0,11.0,70.0
789,2-s2.0-85041898151,2,1,1,Article,2018.0,7.0,11.0
791,2-s2.0-85044988165,78,1,1,Article,2018.0,4.0,110.0
793,2-s2.0-85041282106,0,0,1,Article,2018.0,1.0,206.0
795,2-s2.0-85047562504,2,1,1,Article,2018.0,5.0,49.0
797,2-s2.0-85059087917,104,1,1,Article,2018.0,12.0,25.0
799,2-s2.0-85051003161,2,1,1,Article,2018.0,10.0,52.0
801,2-s2.0-85027988105,2,1,1,Article,2018.0,1.0,15.0
803,2-s2.0-85036512224,0,0,1,Article,2018.0,2.0,11.0
805,2-s2.0-85053014490,99,1,1,Article,2018.0,8.0,75.0
807,2-s2.0-85049741433,100,1,1,Article,2018.0,3.0,130.0
809,2-s2.0-85045584091,5,1,0,Article,2018.0,6.0,0.0
811,2-s2.0-85042557361,3,1,1,Article,2018.0,6.0,12.0
813,2-s2.0-85055028853,0,0,1,Article,2018.0,12.0,14.0
815,2-s2.0-85055417424,105,1,1,Article,2018.0,10.0,23.0
817,2-s2.0-85052541960,9,1,1,Article,2018.0,10.0,35.0
819,2-s2.0-85069445260,0,0,1,Article,2018.0,10.0,13.0
821,2-s2.0-85046674536,5,1,1,Article,2018.0,8.0,6.0
823,2-s2.0-85043234661,2,1,1,Article,2018.0,4.0,53.0
825,2-s2.0-85047183216,3,1,1,Article,2018.0,6.0,40.0
827,2-s2.0-85035124114,5,1,1,Article,2018.0,4.0,4.0
829,2-s2.0-85032432882,2,1,1,Article,2018.0,1.0,1.0
831,2-s2.0-85052741118,101,1,1,Article,2018.0,9.0,55.0
833,2-s2.0-85041561955,99,1,1,Article,2018.0,1.0,75.0
835,2-s2.0-85048252864,5,1,1,Article,2018.0,10.0,25.0
837,2-s2.0-85046750181,14,1,1,Article,2018.0,5.0,15.0
839,2-s2.0-85044050142,5,1,1,Article,2018.0,3.0,6.0
841,2-s2.0-85041547799,3,1,1,Article,2018.0,4.0,13.0
843,2-s2.0-85030702080,2,1,1,Article,2018.0,11.0,11.0
845,2-s2.0-85057578970,3,1,1,Article,2018.0,12.0,49.0
847,2-s2.0-85034956094,5,1,1,Article,2018.0,1.0,6.0
849,2-s2.0-85040528867,1,1,1,Article,2018.0,1.0,67.0
851,2-s2.0-85043390543,4,1,1,Article,2018.0,2.0,28.0
853,2-s2.0-85038820988,7,1,1,Article,2018.0,3.0,41.0
855,2-s2.0-85049206588,0,0,1,Article,2018.0,3.0,2.0
857,2-s2.0-85058915984,0,0,1,Article,2018.0,12.0,22.0
859,2-s2.0-85046007648,2,1,1,Article,2018.0,10.0,27.0
861,2-s2.0-85056203919,6,1,1,Article,2018.0,10.0,7.0
863,2-s2.0-85038877717,4,1,1,Article,2018.0,4.0,2.0
865,2-s2.0-85050121910,0,0,1,Article,2018.0,6.0,1.0
867,2-s2.0-85060182074,2,1,0,Article,2018.0,11.0,0.0
869,2-s2.0-85048317219,4,1,1,Article,2018.0,9.0,2.0
871,2-s2.0-85053107586,2,1,1,Article,2018.0,10.0,27.0
873,2-s2.0-85053893979,2,1,1,Article,2018.0,12.0,12.0
875,2-s2.0-85041554101,2,1,1,Article,2018.0,6.0,2.0
877,2-s2.0-85054843196,0,0,1,Article,2018.0,3.0,10.0
879,2-s2.0-85052201956,0,0,1,Article,2018.0,8.0,1.0
881,2-s2.0-85046773061,0,0,1,Article,2018.0,6.0,39.0
883,2-s2.0-85050757763,4,1,1,Article,2018.0,8.0,32.0
885,2-s2.0-85044644069,2,1,0,Article,2018.0,4.0,2.0
887,2-s2.0-85044946419,2,1,1,Article,2018.0,8.0,18.0
889,2-s2.0-85054729578,2,1,1,Article,2018.0,10.0,12.0
891,2-s2.0-85049194229,0,0,1,Article,2018.0,6.0,8.0
893,2-s2.0-85040670621,5,1,1,Article,2018.0,3.0,57.0
895,2-s2.0-85048862940,8,1,1,Article,2018.0,9.0,37.0
897,2-s2.0-85062909559,5,1,1,Article,2018.0,11.0,4.0
899,2-s2.0-85049347430,6,1,1,Article,2018.0,9.0,5.0
901,2-s2.0-85047263996,0,0,1,Article,2018.0,5.0,13.0
903,2-s2.0-85058084176,2,1,1,Article,2018.0,10.0,1.0
905,2-s2.0-85044748745,5,1,1,Article,2018.0,6.0,3.0
907,2-s2.0-85040066056,6,1,1,Article,2018.0,8.0,10.0
909,2-s2.0-85046551290,0,0,0,Article,2018.0,3.0,0.0
911,2-s2.0-85051079910,5,1,1,Article,2018.0,8.0,8.0
913,2-s2.0-85032854942,7,1,1,Article,2018.0,2.0,55.0
915,2-s2.0-85052757960,4,1,1,Article,2018.0,12.0,12.0
917,2-s2.0-85040930764,99,1,1,Article,2018.0,1.0,22.0
919,2-s2.0-85057062010,105,1,1,Article,2018.0,11.0,57.0
921,2-s2.0-85044391017,3,1,1,Article,2018.0,3.0,9.0
923,2-s2.0-85034235680,4,1,1,Article,2018.0,1.0,9.0
925,2-s2.0-85052619439,4,1,1,Article,2018.0,9.0,4.0
927,2-s2.0-85047666573,4,1,1,Article,2018.0,4.0,197.0
929,2-s2.0-85046770390,3,1,1,Article,2018.0,7.0,37.0
931,2-s2.0-85041096069,3,1,1,Article,2018.0,5.0,20.0
933,2-s2.0-85057210811,0,0,1,Article,2018.0,7.0,1.0
935,2-s2.0-85051824569,2,1,1,Article,2018.0,12.0,5.0
937,2-s2.0-85051806994,0,0,1,Article,2018.0,2.0,28.0
939,2-s2.0-85070715145,7,1,0,Article,2018.0,9.0,0.0
941,2-s2.0-85020265665,0,0,1,Article,2018.0,5.0,40.0
943,2-s2.0-85023641772,2,1,1,Article,2018.0,4.0,6.0
945,2-s2.0-85021350022,2,1,1,Article,2018.0,10.0,38.0
947,2-s2.0-85090293808,5,1,1,Article,2018.0,12.0,2.0
949,2-s2.0-85058457964,6,1,1,Article,2018.0,12.0,11.0
951,2-s2.0-85061346445,0,0,1,Article,2018.0,9.0,38.0
953,2-s2.0-85055135972,5,1,1,Article,2018.0,1.0,86.0
955,2-s2.0-85063019957,0,0,1,Article,2018.0,5.0,4.0
957,2-s2.0-85046012767,2,1,1,Article,2018.0,7.0,9.0
959,2-s2.0-85041892617,6,1,1,Article,2018.0,4.0,19.0
961,2-s2.0-85053005504,100,1,1,Article,2018.0,9.0,138.0
963,2-s2.0-85044082110,8,1,1,Article,2018.0,3.0,20.0
965,2-s2.0-85056665324,0,0,1,Article,2018.0,11.0,11.0
967,2-s2.0-85046407799,2,1,0,Article,2018.0,9.0,0.0
969,2-s2.0-85042556487,97,1,1,Article,2018.0,2.0,82.0
971,2-s2.0-85049950224,7,1,1,Article,2018.0,12.0,13.0
973,2-s2.0-85050740552,2,1,1,Article,2018.0,7.0,5.0
975,2-s2.0-85042906960,4,1,0,Article,2018.0,5.0,0.0
977,2-s2.0-85032269610,2,1,1,Article,2018.0,1.0,17.0
979,2-s2.0-85063690066,3,1,1,Article,2018.0,12.0,7.0
981,2-s2.0-85047381190,0,0,1,Article,2018.0,1.0,2.0
983,2-s2.0-85049683676,5,1,1,Article,2018.0,7.0,26.0
985,2-s2.0-85044790152,121,1,1,Article,2018.0,5.0,99.0
987,2-s2.0-85020257587,2,1,1,Article,2018.0,10.0,5.0
989,2-s2.0-85014680436,0,0,1,Article,2018.0,11.0,18.0
991,2-s2.0-85047557102,3,1,1,Article,2018.0,9.0,12.0
993,2-s2.0-85041499968,3,1,1,Article,2018.0,3.0,131.0
995,2-s2.0-85040985149,8,1,1,Article,2018.0,4.0,3.0
997,2-s2.0-85031105933,3,1,0,Article,2018.0,7.0,0.0
999,2-s2.0-85047077846,2,1,1,Article,2018.0,5.0,17.0
1001,2-s2.0-85053260558,2,1,1,Article,2018.0,7.0,57.0
1003,2-s2.0-85014229510,0,0,1,Article,2018.0,1.0,1.0
1005,2-s2.0-85053464931,9,1,1,Article,2018.0,9.0,70.0
1007,2-s2.0-85043342494,78,1,1,Article,2018.0,2.0,167.0
1009,2-s2.0-85042156578,2,1,1,Article,2018.0,6.0,85.0
1011,2-s2.0-85046649627,3,1,1,Article,2018.0,3.0,3.0
1013,2-s2.0-85045843942,5,1,1,Article,2018.0,6.0,26.0
1015,2-s2.0-85051792172,4,1,1,Article,2018.0,10.0,156.0
1017,2-s2.0-85054588423,3,1,1,Article,2018.0,12.0,22.0
1019,2-s2.0-85055812006,2,1,1,Article,2018.0,10.0,5.0
1021,2-s2.0-85053010803,2,1,1,Article,2018.0,12.0,6.0
1023,2-s2.0-85032203468,5,1,1,Article,2018.0,2.0,7.0
1025,2-s2.0-85051791502,2,1,1,Article,2018.0,8.0,24.0
1027,2-s2.0-85082371233,3,1,1,Article,2018.0,4.0,4.0
1029,2-s2.0-85040817223,6,1,1,Article,2018.0,2.0,20.0
1031,2-s2.0-85054701052,0,0,1,Article,2018.0,9.0,5.0
1033,2-s2.0-85035146013,0,0,1,Article,2018.0,2.0,3.0
1035,2-s2.0-85048467780,0,0,1,Article,2018.0,7.0,38.0
1037,2-s2.0-85049357406,3,1,1,Article,2018.0,11.0,3.0
1039,2-s2.0-85066078842,2,1,1,Article,2018.0,12.0,8.0
1041,2-s2.0-85052140579,0,0,0,Article,2018.0,6.0,0.0
1043,2-s2.0-85051319393,2,1,1,Article,2018.0,7.0,5.0
1045,2-s2.0-85042235878,2,1,1,Article,2018.0,4.0,15.0
1047,2-s2.0-84989227519,3,1,1,Article,2018.0,6.0,6.0
1049,2-s2.0-85046997256,3,1,1,Article,2018.0,8.0,44.0
1051,2-s2.0-85049157570,3,1,1,Article,2018.0,3.0,9.0
1053,2-s2.0-85051300769,3,1,1,Article,2018.0,10.0,42.0
1055,2-s2.0-85029809896,5,1,1,Article,2018.0,1.0,21.0
1057,2-s2.0-85059259196,0,0,1,Article,2018.0,12.0,9.0
1059,2-s2.0-85052837614,76,1,1,Article,2018.0,8.0,87.0
1061,2-s2.0-85041511081,5,1,1,Article,2018.0,6.0,105.0
1063,2-s2.0-85042943671,2,1,1,Article,2018.0,5.0,13.0
1065,2-s2.0-85043980585,6,1,1,Article,2018.0,4.0,2.0
1067,2-s2.0-85058970928,105,1,1,Article,2018.0,11.0,108.0
1069,2-s2.0-85045728599,2,1,1,Article,2018.0,4.0,38.0
1071,2-s2.0-85049119823,9,1,1,Article,2018.0,6.0,14.0
1073,2-s2.0-85052942954,5,1,1,Article,2018.0,10.0,25.0
1075,2-s2.0-85056802291,2,1,1,Article,2018.0,12.0,22.0
1077,2-s2.0-85053870677,3,1,1,Article,2018.0,10.0,21.0
1079,2-s2.0-85067025365,0,0,1,Article,2018.0,8.0,12.0
1081,2-s2.0-85039756762,3,1,1,Article,2018.0,3.0,20.0
1083,2-s2.0-85044321988,5,1,1,Article,2018.0,6.0,11.0
1085,2-s2.0-85046349671,6,1,1,Article,2018.0,6.0,26.0
1087,2-s2.0-85015040150,4,1,1,Article,2018.0,3.0,25.0
1089,2-s2.0-85046363084,0,0,1,Article,2018.0,8.0,11.0
1091,2-s2.0-85060982680,2,1,1,Article,2018.0,2.0,10.0
1093,2-s2.0-85056352484,6,1,1,Article,2018.0,10.0,34.0
1095,2-s2.0-85058392278,6,1,1,Article,2018.0,12.0,125.0
1097,2-s2.0-85048218008,4,1,1,Article,2018.0,6.0,10.0
1099,2-s2.0-85045939717,4,1,1,Article,2018.0,4.0,16.0
1101,2-s2.0-85048276261,2,1,1,Article,2018.0,8.0,10.0
1103,2-s2.0-85032932464,2,1,1,Article,2018.0,3.0,64.0
1105,2-s2.0-85058656676,4,1,1,Article,2018.0,8.0,23.0
1107,2-s2.0-85054971386,5,1,1,Article,2018.0,10.0,28.0
1109,2-s2.0-85056200000,0,0,1,Article,2018.0,12.0,25.0
1111,2-s2.0-85052856391,0,0,1,Article,2018.0,11.0,19.0
1113,2-s2.0-85046806311,98,1,1,Article,2018.0,4.0,26.0
1115,2-s2.0-85043515992,4,1,1,Article,2018.0,7.0,29.0
1117,2-s2.0-85049495380,3,1,1,Article,2018.0,7.0,213.0
1119,2-s2.0-85039561573,3,1,1,Article,2018.0,1.0,63.0
1121,2-s2.0-85055172748,2,1,1,Article,2018.0,11.0,8.0
1123,2-s2.0-85040770410,3,1,1,Article,2018.0,2.0,23.0
1125,2-s2.0-85053815915,2,1,1,Article,2018.0,9.0,26.0
1127,2-s2.0-85042090660,5,1,1,Article,2018.0,4.0,3.0
1129,2-s2.0-85032476197,0,0,1,Article,2018.0,8.0,17.0
1131,2-s2.0-85047384330,4,1,1,Article,2018.0,6.0,32.0
1133,2-s2.0-85059112614,77,1,1,Article,2018.0,12.0,48.0
1135,2-s2.0-85047624518,5,1,1,Article,2018.0,11.0,4.0
1137,2-s2.0-85020380136,2,1,1,Article,2018.0,1.0,12.0
1139,2-s2.0-85049860642,3,1,1,Article,2018.0,10.0,92.0
1141,2-s2.0-85047005214,3,1,1,Article,2018.0,1.0,3.0
1143,2-s2.0-85051742428,2,1,1,Article,2018.0,8.0,68.0
1145,2-s2.0-85030231311,2,1,1,Article,2018.0,6.0,26.0
1147,2-s2.0-85041607504,3,1,1,Article,2018.0,6.0,60.0
1149,2-s2.0-85056591224,6,1,1,Article,2018.0,3.0,1.0
1151,2-s2.0-85052230337,0,0,0,Article,2018.0,8.0,0.0
1153,2-s2.0-85044607727,4,1,1,Article,2018.0,6.0,32.0
1155,2-s2.0-85053250307,6,1,1,Article,2018.0,10.0,9.0
1157,2-s2.0-85054194780,4,1,1,Article,2018.0,12.0,37.0
1159,2-s2.0-85056121335,101,1,1,Article,2018.0,10.0,37.0
1161,2-s2.0-85056117966,110,1,1,Article,2018.0,10.0,90.0
1163,2-s2.0-85051292687,2,1,1,Article,2018.0,12.0,24.0
1165,2-s2.0-85046640786,2,1,1,Article,2018.0,6.0,15.0
1167,2-s2.0-85044255505,5,1,1,Article,2018.0,4.0,12.0
1169,2-s2.0-85044457597,3,1,1,Article,2018.0,8.0,25.0
1171,2-s2.0-85042130717,2,1,1,Article,2018.0,2.0,15.0
1173,2-s2.0-85058790064,3,1,1,Article,2018.0,12.0,17.0
1175,2-s2.0-85044348543,2,1,1,Article,2018.0,10.0,6.0
1177,2-s2.0-85038073574,2,1,1,Article,2018.0,3.0,115.0
1179,2-s2.0-85051285716,0,0,1,Article,2018.0,8.0,4.0
1181,2-s2.0-85039928680,4,1,1,Article,2018.0,4.0,114.0
1183,2-s2.0-85052096212,2,1,1,Article,2018.0,6.0,2.0
1185,2-s2.0-85060316344,5,1,1,Article,2018.0,12.0,9.0
1187,2-s2.0-85055212498,2,1,1,Article,2018.0,10.0,17.0
1189,2-s2.0-85046491240,6,1,1,Article,2018.0,7.0,4.0
1191,2-s2.0-85045249061,0,0,1,Article,2018.0,4.0,21.0
1193,2-s2.0-85052317404,5,1,1,Article,2018.0,9.0,9.0
1195,2-s2.0-85034864385,0,0,1,Article,2018.0,1.0,79.0
1197,2-s2.0-85056990727,5,1,1,Article,2018.0,11.0,8.0
1199,2-s2.0-85054801776,3,1,1,Article,2018.0,1.0,2.0
1201,2-s2.0-85041907326,2,1,1,Article,2018.0,1.0,9.0
1203,2-s2.0-85035210937,5,1,1,Article,2018.0,4.0,19.0
1205,2-s2.0-85038366213,0,0,1,Article,2018.0,8.0,7.0
1207,2-s2.0-85041462712,2,1,1,Article,2018.0,3.0,18.0
1209,2-s2.0-85048664973,5,1,1,Article,2018.0,10.0,20.0
1211,2-s2.0-85060856625,0,0,1,Article,2018.0,12.0,3.0
1213,2-s2.0-85058160421,0,0,1,Article,2018.0,12.0,72.0
1215,2-s2.0-85152923178,5,1,0,Article,2018.0,12.0,1.0
1217,2-s2.0-85049131528,2,1,0,Article,2018.0,6.0,0.0
1219,2-s2.0-85050511373,1,1,1,Article,2018.0,7.0,91.0
1221,2-s2.0-85041124153,3,1,1,Article,2018.0,4.0,48.0
1223,2-s2.0-85039987510,0,0,1,Article,2018.0,1.0,37.0
1225,2-s2.0-85055076485,3,1,1,Article,2018.0,1.0,16.0
1227,2-s2.0-85032954130,0,0,0,Article,2018.0,1.0,0.0
1229,2-s2.0-85041291870,0,0,1,Article,2018.0,1.0,8.0
1231,2-s2.0-85042446443,97,1,1,Article,2018.0,2.0,67.0
1233,2-s2.0-85052536503,2,1,1,Article,2018.0,10.0,7.0
1235,2-s2.0-85048164933,5,1,1,Article,2018.0,3.0,5.0
1237,2-s2.0-85042192734,7,1,1,Article,2018.0,6.0,40.0
1239,2-s2.0-85047419035,3,1,1,Article,2018.0,8.0,36.0
1241,2-s2.0-85044069522,2,1,1,Article,2018.0,4.0,12.0
1243,2-s2.0-85048059517,3,1,1,Article,2018.0,6.0,9.0
1245,2-s2.0-85051305173,0,0,1,Article,2018.0,8.0,19.0
1247,2-s2.0-85041011625,3,1,1,Article,2018.0,10.0,6.0
1249,2-s2.0-85046641148,0,0,1,Article,2018.0,6.0,30.0
1251,2-s2.0-85065796712,5,1,1,Article,2018.0,11.0,1.0
1254,2-s2.0-85032953012,4,1,1,Article,2018.0,1.0,41.0
1256,2-s2.0-85057565960,3,1,1,Article,2018.0,1.0,24.0
1258,2-s2.0-85056334026,5,1,1,Article,2018.0,9.0,26.0
1260,2-s2.0-85041124065,0,0,1,Article,2018.0,2.0,2.0
1262,2-s2.0-85045899073,3,1,1,Article,2018.0,12.0,11.0
1264,2-s2.0-85050857199,0,0,1,Article,2018.0,5.0,3.0
1266,2-s2.0-85042408537,0,0,1,Article,2018.0,7.0,7.0
1268,2-s2.0-85047785771,5,1,0,Article,2018.0,7.0,0.0
1270,2-s2.0-85051446010,14,1,1,Article,2018.0,9.0,61.0
1272,2-s2.0-85042162448,0,0,1,Article,2018.0,3.0,5.0
1274,2-s2.0-85054357149,2,1,1,Article,2018.0,11.0,116.0
1276,2-s2.0-85053928588,102,1,1,Article,2018.0,9.0,49.0
1278,2-s2.0-85011891254,4,1,1,Article,2018.0,2.0,35.0
1280,2-s2.0-85044160914,2,1,1,Article,2018.0,6.0,11.0
1282,2-s2.0-85053614528,0,0,1,Article,2018.0,10.0,10.0
1284,2-s2.0-85056335704,2,1,1,Article,2018.0,12.0,3.0
1286,2-s2.0-85044611055,2,1,1,Article,2018.0,5.0,45.0
1288,2-s2.0-85021094125,9,1,1,Article,2018.0,3.0,12.0
1290,2-s2.0-85060138865,0,0,0,Article,2018.0,11.0,1.0
1292,2-s2.0-85052603257,6,1,1,Article,2018.0,8.0,35.0
1294,2-s2.0-85034109062,5,1,1,Article,2018.0,3.0,9.0
1296,2-s2.0-85047625131,3,1,1,Article,2018.0,8.0,22.0
1298,2-s2.0-85018180212,0,0,1,Article,2018.0,2.0,14.0
1300,2-s2.0-85047075497,3,1,1,Article,2018.0,9.0,20.0
1302,2-s2.0-85064659411,6,1,1,Article,2018.0,7.0,12.0
1304,2-s2.0-85045060548,0,0,1,Article,2018.0,5.0,16.0
1306,2-s2.0-85055214814,0,0,1,Article,2018.0,6.0,2.0
1308,2-s2.0-85043506008,3,1,1,Article,2018.0,5.0,11.0
1310,2-s2.0-85033434051,0,0,1,Article,2018.0,3.0,17.0
1312,2-s2.0-85045119266,0,0,1,Article,2018.0,9.0,3.0
1314,2-s2.0-85054660492,7,1,1,Article,2018.0,11.0,65.0
1316,2-s2.0-85058381356,5,1,1,Article,2018.0,11.0,9.0
1318,2-s2.0-85037659942,116,1,1,Article,2018.0,1.0,41.0
1320,2-s2.0-85049600322,3,1,1,Article,2018.0,10.0,23.0
1322,2-s2.0-85059500714,6,1,1,Article,2018.0,12.0,2.0
1324,2-s2.0-85049130033,4,1,1,Article,2018.0,5.0,2.0
1326,2-s2.0-85050406535,5,1,1,Article,2018.0,7.0,21.0
1328,2-s2.0-85048567058,0,0,1,Article,2018.0,12.0,22.0
1330,2-s2.0-85042124950,5,1,1,Article,2018.0,2.0,14.0
1332,2-s2.0-85055208680,6,1,1,Article,2018.0,9.0,4.0
1334,2-s2.0-85055883510,4,1,1,Article,2018.0,11.0,13.0
1336,2-s2.0-85050293492,3,1,1,Article,2018.0,9.0,3.0
1338,2-s2.0-85038414606,3,1,1,Article,2018.0,1.0,1.0
1340,2-s2.0-84946882107,0,0,1,Article,2018.0,4.0,8.0
1342,2-s2.0-85044474065,7,1,1,Article,2018.0,7.0,9.0
1344,2-s2.0-85049754856,6,1,1,Article,2018.0,5.0,2.0
1346,2-s2.0-85048009800,4,1,1,Article,2018.0,12.0,55.0
1348,2-s2.0-85042124259,0,0,1,Article,2018.0,2.0,3.0
1350,2-s2.0-85055203305,1,1,1,Article,2018.0,9.0,4.0
1352,2-s2.0-85055911435,3,1,1,Article,2018.0,11.0,23.0
1354,2-s2.0-85042502072,2,1,1,Article,2018.0,3.0,8.0
1356,2-s2.0-85038378516,2,1,1,Article,2018.0,1.0,11.0
1358,2-s2.0-85050363033,4,1,1,Article,2018.0,9.0,9.0
1360,2-s2.0-85044385899,2,1,1,Article,2018.0,7.0,22.0
1362,2-s2.0-85037663555,114,1,1,Article,2018.0,1.0,71.0
1364,2-s2.0-85020232804,6,1,1,Article,2018.0,6.0,13.0
1366,2-s2.0-85049633866,2,1,1,Article,2018.0,10.0,38.0
1368,2-s2.0-85039956280,6,1,1,Article,2018.0,2.0,3.0
1370,2-s2.0-85052957177,8,1,1,Article,2018.0,9.0,5.0
1372,2-s2.0-85029605828,2,1,1,Article,2018.0,11.0,11.0
1374,2-s2.0-85044946324,6,1,1,Article,2018.0,5.0,37.0
1376,2-s2.0-85048895959,0,0,1,Article,2018.0,6.0,76.0
1378,2-s2.0-85043579137,3,1,1,Article,2018.0,5.0,21.0
1380,2-s2.0-85042173837,5,1,1,Article,2018.0,4.0,26.0
1382,2-s2.0-85045059978,3,1,1,Article,2018.0,9.0,8.0
1384,2-s2.0-85053520746,3,1,1,Article,2018.0,11.0,7.0
1386,2-s2.0-85058116831,103,1,1,Article,2018.0,11.0,43.0
1388,2-s2.0-85047617947,5,1,0,Article,2018.0,8.0,2.0
1390,2-s2.0-85017382024,1,1,1,Article,2018.0,2.0,29.0
1392,2-s2.0-85051024509,6,1,1,Article,2018.0,1.0,34.0
1394,2-s2.0-85048506039,0,0,1,Article,2018.0,1.0,3.0
1396,2-s2.0-85044599217,3,1,1,Article,2018.0,5.0,12.0
1398,2-s2.0-85021350626,3,1,1,Article,2018.0,3.0,50.0
1400,2-s2.0-85040129612,7,1,1,Article,2018.0,2.0,15.0
1402,2-s2.0-85060137555,2,1,0,Article,2018.0,11.0,0.0
1404,2-s2.0-85051336924,2,1,1,Article,2018.0,8.0,14.0
1406,2-s2.0-85074964918,0,0,1,Article,2018.0,4.0,3.0
1408,2-s2.0-85004008128,0,0,1,Article,2018.0,2.0,17.0
1410,2-s2.0-85044251346,3,1,1,Article,2018.0,6.0,4.0
1412,2-s2.0-85047052854,0,0,1,Article,2018.0,3.0,6.0
1414,2-s2.0-85053476831,5,1,1,Article,2018.0,10.0,89.0
1416,2-s2.0-85056276634,5,1,1,Article,2018.0,12.0,4.0
1418,2-s2.0-85056322410,0,0,0,Article,2018.0,9.0,0.0
1420,2-s2.0-85041118554,5,1,1,Article,2018.0,2.0,39.0
1422,2-s2.0-85045404571,5,1,1,Article,2018.0,12.0,18.0
1424,2-s2.0-85049807958,101,1,1,Article,2018.0,7.0,18.0
1426,2-s2.0-85051340035,6,1,1,Article,2018.0,5.0,2.0
1428,2-s2.0-85042132726,2,1,1,Article,2018.0,7.0,17.0
1430,2-s2.0-85043456930,2,1,1,Article,2018.0,4.0,28.0
1432,2-s2.0-85042208017,4,1,1,Article,2018.0,3.0,6.0
1434,2-s2.0-85054514701,2,1,1,Article,2018.0,11.0,80.0
1436,2-s2.0-85054193886,100,1,1,Article,2018.0,9.0,44.0
1438,2-s2.0-85048574005,2,1,1,Article,2018.0,7.0,15.0
1440,2-s2.0-85034037558,3,1,1,Article,2018.0,1.0,8.0
1442,2-s2.0-85026527246,3,1,1,Article,2018.0,1.0,17.0
1444,2-s2.0-85049077007,3,1,1,Article,2018.0,6.0,7.0
1446,2-s2.0-85046536996,11,1,1,Article,2018.0,9.0,15.0
1448,2-s2.0-85027508129,0,0,1,Article,2018.0,1.0,28.0
1450,2-s2.0-85065766139,2,1,1,Article,2018.0,11.0,1.0
1452,2-s2.0-85054801027,5,1,1,Article,2018.0,12.0,39.0
1454,2-s2.0-85052461855,4,1,1,Article,2018.0,10.0,46.0
1456,2-s2.0-85052728800,0,0,1,Article,2018.0,8.0,3.0
1458,2-s2.0-85048334019,0,0,1,Article,2018.0,3.0,1.0
1460,2-s2.0-85042514755,6,1,1,Article,2018.0,6.0,19.0
1462,2-s2.0-85047254171,2,1,1,Article,2018.0,8.0,36.0
1464,2-s2.0-85043753584,3,1,1,Article,2018.0,4.0,21.0
1466,2-s2.0-85051213580,2,1,1,Article,2018.0,8.0,10.0
1469,2-s2.0-85039906562,3,1,1,Article,2018.0,1.0,30.0
1471,2-s2.0-85032705765,3,1,1,Article,2018.0,1.0,27.0
1473,2-s2.0-85042405520,93,1,1,Article,2018.0,2.0,19.0
1475,2-s2.0-85035152319,5,1,1,Article,2018.0,4.0,8.0
1477,2-s2.0-85054911826,0,0,0,Article,2018.0,8.0,0.0
1479,2-s2.0-85045099427,0,0,1,Article,2018.0,3.0,28.0
1481,2-s2.0-85048950967,6,1,1,Article,2018.0,10.0,15.0
1483,2-s2.0-85060882963,3,1,1,Article,2018.0,12.0,10.0
1485,2-s2.0-85058362649,0,0,1,Article,2018.0,12.0,11.0
1487,2-s2.0-85147427223,4,1,1,Article,2018.0,12.0,1.0
1489,2-s2.0-85049138685,2,1,1,Article,2018.0,6.0,22.0
1491,2-s2.0-85050347042,0,0,1,Article,2018.0,7.0,19.0
1493,2-s2.0-85041125005,0,0,1,Article,2018.0,4.0,32.0
1495,2-s2.0-85046370884,2,1,1,Article,2018.0,7.0,5.0
1497,2-s2.0-85045087472,5,1,1,Article,2018.0,4.0,22.0
1499,2-s2.0-85034792561,2,1,1,Article,2018.0,1.0,11.0
1501,2-s2.0-85052587184,2,1,1,Article,2018.0,9.0,15.0
1503,2-s2.0-85056995413,108,1,1,Article,2018.0,11.0,48.0
1505,2-s2.0-85058819617,5,1,1,Article,2018.0,12.0,7.0
1507,2-s2.0-85044354013,5,1,1,Article,2018.0,10.0,1.0
1509,2-s2.0-85037979419,8,1,1,Article,2018.0,3.0,23.0
1511,2-s2.0-85049332917,80,1,1,Article,2018.0,8.0,22.0
1513,2-s2.0-85047996106,2,1,1,Article,2018.0,5.0,98.0
1515,2-s2.0-85040165654,3,1,1,Article,2018.0,4.0,23.0
1517,2-s2.0-85029599490,0,0,1,Article,2018.0,7.0,1.0
1519,2-s2.0-85052103630,5,1,1,Article,2018.0,6.0,1.0
1521,2-s2.0-85060315563,5,1,1,Article,2018.0,12.0,7.0
1523,2-s2.0-85055207011,5,1,1,Article,2018.0,10.0,5.0
1525,2-s2.0-85023622769,37,1,1,Article,2018.0,1.0,4.0
1527,2-s2.0-85041902085,0,0,1,Article,2018.0,2.0,47.0
1529,2-s2.0-85042023454,2,1,1,Article,2018.0,6.0,20.0
1531,2-s2.0-85064197717,0,0,0,Article,2018.0,3.0,0.0
